id,title,url,first_date_parsed,type1,type2,is_alive,summary,first_keywords_auto,full_text
109275,coronavirus – Bella Caledonia,https://bellacaledonia.org.uk/tag/coronavirus/,27/03/2020,News,CORONAVIRUS,True,"We don’t take any advertising, we don’t hide behind a pay wall and we don’t keep harassing you for crowd-funding.
We’re entirely dependent on our readers to support us.","coronavirus, readers, wall, hide, pay, harassing, entirely, crowdfunding, dependent, support, bella, dont, caledonia","We don’t take any advertising, we don’t hide behind a pay wall and we don’t keep harassing you for crowd-funding. We’re entirely dependent on our readers to support us."
109276,BoG Standard,https://boatofgarten.com/community/bog-standard/,27/03/2020,News,CORONAVIRUS,True,"BoG Standard is the Boat of Garten Village Community Magazine, bringing you an in look into news, views, stories and lots of photos!
Check out current and past issues below, each attached with a downloadable PDF link.
All requests, article submissions, and general contact is now at bogstandardmagazine@gmail.com.
We welcome all articles from all walks of life that have taken place in our local community.","requests, taken, welcome, submissions, walks, views, community, place, bog, standard, village","BoG Standard is the Boat of Garten Village Community Magazine, bringing you an in look into news, views, stories and lots of photos!

Check out current and past issues below, each attached with a downloadable PDF link.

All requests, article submissions, and general contact is now at bogstandardmagazine@gmail.com. We welcome all articles from all walks of life that have taken place in our local community."
109277,Home Page / News Archive,https://caithness-business.co.uk/,27/03/2020,Business,CORONAVIRUS,True,"27/1/2025 After the Scottish Government Bottle Return Scheme Flopped - It Will be Introduced In England Government to clean up communities with deposit return scheme for plastic bottles and cans.
Introduction of deposit return scheme will be a step forward in ending the throwaway society and cleaning up Britain.
Government to clean up communities with deposit return scheme for plastic bottles and cans.
Introduction of deposit return scheme will be a step forward in ending the throwaway society and cleaning up Britain.
27/1/2025 Top 10 risks for the government and public sector in 2025 EY report Integrated risk management and courageous leadership will help government and public sector leaders mitigate interconnected threats in 2025.","services, public, archive, page, ai, million, sector, 2025, return, scheme, scottish, councils","Latest News

28/1/2025 The New Kid on the AI Block 'Deep Seek' Is Upsetting the Older Players The latest AI chat is from a Chinese company and its name is DEEP SEEK. Wall Street had a shock to the system on concerns that a cheap artificial intelligence-model from Chinese startup DeepSeek could make valuations that have powered the bull market tough to justify. The latest AI chat is from a Chinese company and its name is DEEP SEEK. Wall Street had a shock to the system on concerns that a cheap artificial intelligence-model from Chinese startup DeepSeek could make valuations that have powered the bull market tough to justify.

28/1/2025 Scottish Council Budgets Are In Trouble - Will We All See Big Council Tax Increases? Scotland's councils continue to face severe financial pressures. The need to consult with communities, clearly communicate the impact on local services, whilst working together to shape and deliver urgently needed transformation, is more important than ever. Scotland's councils continue to face severe financial pressures. The need to consult with communities, clearly communicate the impact on local services, whilst working together to shape and deliver urgently needed transformation, is more important than ever.

28/1/2025 Improving public services and NHS renewal: First Minister's speech - 27 January 2025 First Minister John Swinney's speech about improving public services and NHS renewal, given at the National Robotarium in Edinburgh, on Monday 27 January 2025. Good morning. First Minister John Swinney's speech about improving public services and NHS renewal, given at the National Robotarium in Edinburgh, on Monday 27 January 2025. Good morning.

28/1/2025 Pension reforms to go further to unlock billions to drive growth and boost working peoples' pension pots Working people and businesses are set to benefit from new rules that will give more flexibility over how occupational defined benefit pension schemes are managed. The government continues to remove blockages that are inhibiting its growth agenda that will improve lives of working people across the UK. Working people and businesses are set to benefit from new rules that will give more flexibility over how occupational defined benefit pension schemes are managed. The government continues to remove blockages that are inhibiting its growth agenda that will improve lives of working people across the UK.

28/1/2025 Scottish House Condition Survey: 2023 Key Findings The Chief Statistician has released figures on fuel poverty, energy efficiency, the condition of housing and other key descriptors of the occupied housing stock in Scotland. This is the first release of information from the Scottish House Condition Survey (SHCS) for 2023. The Chief Statistician has released figures on fuel poverty, energy efficiency, the condition of housing and other key descriptors of the occupied housing stock in Scotland. This is the first release of information from the Scottish House Condition Survey (SHCS) for 2023.

28/1/2025 10 Reasons You Can't Afford to buy a House? How did we get in a situation where it is so expensive to buy a house? Intro 1:16 Planning restrictions. 2:20 Rising Population. How did we get in a situation where it is so expensive to buy a house? Intro 1:16 Planning restrictions. 2:20 Rising Population.

28/1/2025 Transparency, transformation and the sustainability of council services as seen by Audit Scotland Blog: by Mike Neilson and Derek Yule, members of the Accounts Commission for Scotland. In our latest review of council finances, we highlight the intensifying challenges all councils in Scotland are facing. Blog: by Mike Neilson and Derek Yule, members of the Accounts Commission for Scotland. In our latest review of council finances, we highlight the intensifying challenges all councils in Scotland are facing.

28/1/2025 Stricter age-verification checks for all knife retailers Stricter age verification checks and a ban on doorstep drops will be introduced to greater protect young people from knife crime. These new measures will also prevent weapons getting into the wrong hands. Stricter age verification checks and a ban on doorstep drops will be introduced to greater protect young people from knife crime. These new measures will also prevent weapons getting into the wrong hands.

28/1/2025 Reducing the risk of reoffending Funding to support individuals released from prison following short-term sentences. A new approach will increase the support and help provided to people leaving prison following a short-term sentence from six to twelve months for those who need it most and will include men released from remand. Funding to support individuals released from prison following short-term sentences. A new approach will increase the support and help provided to people leaving prison following a short-term sentence from six to twelve months for those who need it most and will include men released from remand.

28/1/2025 Right-wing think tanks are promoting charter cities, and they're a nightmare Charter cities are a right-wing fantasy. They're being promoted by the same people who gave us the economics of Liz Truss. Charter cities are a right-wing fantasy. They're being promoted by the same people who gave us the economics of Liz Truss.

28/1/2025 AI sensors on fridges and kettles helping vulnerable people to live independently Councils are leveraging AI and technology to enhance public services, save money, and improve living standards, aligning with government plans for £45 billion in efficiency savings under the Plan for Change. From estimating budgets and improving care, to getting people new bins more quickly, new records reveal how councils are using AI and tech to help local residents and save money. Councils are leveraging AI and technology to enhance public services, save money, and improve living standards, aligning with government plans for £45 billion in efficiency savings under the Plan for Change. From estimating budgets and improving care, to getting people new bins more quickly, new records reveal how councils are using AI and tech to help local residents and save money.

28/1/2025 January sales offered deep discounts eriod Covered: 01 - 07 January 2025 Shop Price deflation was 0.7% in January, above deflation of 1.0% in the previous month. This is slightly above the 3-month average rate of -0.8%. eriod Covered: 01 - 07 January 2025 Shop Price deflation was 0.7% in January, above deflation of 1.0% in the previous month. This is slightly above the 3-month average rate of -0.8%.

28/1/2025 UK Population Increase Over 10 Years Mostly From More Immigration Over the 10 years between mid-2022 and mid-2032, the population of the UK is projected to increase by 4.9 million (7.3%) from an estimated 67.6 million to 72.5 million. This increase is projected to arise from net migration of 4.9 million compared with 6.8 million births and 6.8 million deaths. Over the 10 years between mid-2022 and mid-2032, the population of the UK is projected to increase by 4.9 million (7.3%) from an estimated 67.6 million to 72.5 million. This increase is projected to arise from net migration of 4.9 million compared with 6.8 million births and 6.8 million deaths.

28/1/2025 Alcohol Prices Rise From Next Week As New Duty Rates Come In The new Alcohol Duty rates, draught rates and Small Producer Relief discounts will take effect on 1 February 2025. Most alcohol prices will rise next week, on 1st February, as new duty rates on wine and spirits come into force, linked to their (abv). The new Alcohol Duty rates, draught rates and Small Producer Relief discounts will take effect on 1 February 2025. Most alcohol prices will rise next week, on 1st February, as new duty rates on wine and spirits come into force, linked to their (abv).

28/1/2025 Biffa Waste Services Given Go Ahead For Court Case Against Scottish Government For Failed Bottle Return Scheme A judge has ruled that a £166m legal claim against the Scottish government over the failed deposit return scheme can go ahead. Ministers effectively dropped plans for a Scotland-specific bottle return initiative in June 2023 following a dispute with the UK government. A judge has ruled that a £166m legal claim against the Scottish government over the failed deposit return scheme can go ahead. Ministers effectively dropped plans for a Scotland-specific bottle return initiative in June 2023 following a dispute with the UK government.

27/1/2025 After the Scottish Government Bottle Return Scheme Flopped - It Will be Introduced In England Government to clean up communities with deposit return scheme for plastic bottles and cans. Introduction of deposit return scheme will be a step forward in ending the throwaway society and cleaning up Britain. Government to clean up communities with deposit return scheme for plastic bottles and cans. Introduction of deposit return scheme will be a step forward in ending the throwaway society and cleaning up Britain.

27/1/2025 Is recession around the corner? - From Daily Business News Is recession around the corner? Private sector bosses in the manufacturing, services and retail sectors are all predicting a ""significant fall"" in activity over the next three months according to a survey by the Confederation of British Industry (CBI). Business are cutting staff, moving jobs overseas and curbing investment as they battle to cut costs and offset the impact of Chancellor Rachel Reeves' Budget tax hikes. Is recession around the corner? Private sector bosses in the manufacturing, services and retail sectors are all predicting a ""significant fall"" in activity over the next three months according to a survey by the Confederation of British Industry (CBI). Business are cutting staff, moving jobs overseas and curbing investment as they battle to cut costs and offset the impact of Chancellor Rachel Reeves' Budget tax hikes.

27/1/2025 Top 10 risks for the government and public sector in 2025 EY report Integrated risk management and courageous leadership will help government and public sector leaders mitigate interconnected threats in 2025. Evolving disruption, plus tension between growing mistrust and public expectations of government, makes managing risk deeply challenging but vital in 2025. Integrated risk management and courageous leadership will help government and public sector leaders mitigate interconnected threats in 2025. Evolving disruption, plus tension between growing mistrust and public expectations of government, makes managing risk deeply challenging but vital in 2025.

27/1/2025 Private sector expects activity to fall again - Growth Indicator January 2024 Private sector firms expect another significant fall in activity over the next three months (weighted balance of -22%), according to the Confederation of British Industry's (CBI) latest Growth Indicator. Expectations are broadly unchanged from December, which were the weakest in over two years. Private sector firms expect another significant fall in activity over the next three months (weighted balance of -22%), according to the Confederation of British Industry's (CBI) latest Growth Indicator. Expectations are broadly unchanged from December, which were the weakest in over two years.

26/1/2025 £300 billion Sitting in no Interest Accounts - No matter your amount should you be opening a interest bearing savings account So many of you love your bank that you make them a gift of your money by leaving it sitting in an account with no interest adding to the bank profits. Time to take a look at opening another account to move some money to earn interest. So many of you love your bank that you make them a gift of your money by leaving it sitting in an account with no interest adding to the bank profits. Time to take a look at opening another account to move some money to earn interest."
109283,read the latest news from Grampian Online,https://www.grampianonline.co.uk/news/,27/03/2020,News,CORONAVIRUS,True,Train services in the Highlands and Moray returning back to normal after weekend chaos caused by Storm ÉowynRail lines in the Highlands and Moray have reopened after being hit by Storm Éowyn at the weekend - with some disruption expected to continue today.,"weekend, today, services, latest, online, grampian, returning, éowynrail, éowyn, moray, highlands, train, storm, read","Train services in the Highlands and Moray returning back to normal after weekend chaos caused by Storm Éowyn

Rail lines in the Highlands and Moray have reopened after being hit by Storm Éowyn at the weekend - with some disruption expected to continue today."
109286,read the latest news from Forres Gazette,https://www.forres-gazette.co.uk/news/,27/03/2020,News,CORONAVIRUS,True,Train services in the Highlands and Moray returning back to normal after weekend chaos caused by Storm ÉowynRail lines in the Highlands and Moray have reopened after being hit by Storm Éowyn at the weekend - with some disruption expected to continue today.,"weekend, today, services, latest, returning, gazette, read, éowynrail, éowyn, moray, highlands, train, storm, forres","Train services in the Highlands and Moray returning back to normal after weekend chaos caused by Storm Éowyn

Rail lines in the Highlands and Moray have reopened after being hit by Storm Éowyn at the weekend - with some disruption expected to continue today."
109341,Coronavirus in Scotland,https://www.ross-shirejournal.co.uk/news/coronavirus/,30/03/2020,News,CORONAVIRUS,True,"Access to the news during coronavirus outbreakDuring this unprecedented time, many readers may not be in a position to go out and purchase their weekly newspaper, however, help is at hand.
You can get an e-edition of the Ross-shire Journal and the North Star delivered straight to your inbox every week.
Using the latest technology it means you can read the paper on your home computer, tablet or mobile phone.
Click here to subscribe","coronavirus, week, scotland, using, rossshire, star, subscribe, tablet, weekly, unprecedented, straight, technology","Access to the news during coronavirus outbreak

During this unprecedented time, many readers may not be in a position to go out and purchase their weekly newspaper, however, help is at hand. You can get an e-edition of the Ross-shire Journal and the North Star delivered straight to your inbox every week. Using the latest technology it means you can read the paper on your home computer, tablet or mobile phone.

Click here to subscribe"
109342,Coronavirus in Scotland,https://www.northern-times.co.uk/news/coronavirus/,30/03/2020,News,CORONAVIRUS,True,"Access to the news during coronavirus outbreakDuring this unprecedented time, many readers may not be in a position to go out and purchase their weekly newspaper, however, help is at hand.
You can get an e-edition of the Northern Times delivered straight to your inbox every week.
Using the latest technology it means you can read the paper on your home computer, tablet or mobile phone.
Click here to subscribe","coronavirus, week, scotland, using, readers, times, subscribe, tablet, weekly, unprecedented, straight, technology","Access to the news during coronavirus outbreak

During this unprecedented time, many readers may not be in a position to go out and purchase their weekly newspaper, however, help is at hand. You can get an e-edition of the Northern Times delivered straight to your inbox every week. Using the latest technology it means you can read the paper on your home computer, tablet or mobile phone.

Click here to subscribe"
109343,Coronavirus in Scotland,https://www.strathspey-herald.co.uk/news/coronavirus/,30/03/2020,News,CORONAVIRUS,True,"Access to the news during coronavirus outbreakDuring this unprecedented time, many readers may not be in a position to go out and purchase their weekly newspaper, however, help is at hand.
You can get an e-edition of the Strathspey Herald delivered straight to your inbox every week.
Using the latest technology it means you can read the paper on your home computer, tablet or mobile phone.
Click here to subscribe","coronavirus, week, scotland, strathspey, using, readers, subscribe, tablet, weekly, unprecedented, straight, technology","Access to the news during coronavirus outbreak

During this unprecedented time, many readers may not be in a position to go out and purchase their weekly newspaper, however, help is at hand. You can get an e-edition of the Strathspey Herald delivered straight to your inbox every week. Using the latest technology it means you can read the paper on your home computer, tablet or mobile phone.

Click here to subscribe"
109344,About Lismore :: Isle of Lismore,https://isleoflismore.com/stories-people,30/03/2020,News,CORONAVIRUS,True,"About LismoreWelcome to Isle of Lismore, or Lios Mòr - meaning the 'Great Garden' in GaelicLismore is a 10 mile long Inner Hebridean island near Oban, situated at the very South end of the Great Glen.
Today, as well as this rich heritage, it is prized for its beauty, tranquillity, and fertility with much to offer visitors whether on a day trip or for longer.
We have a well stocked island Shop & Post Office, and the fully licenced Isle of Lismore Cafe, situated at the Heritage Centre.
There is self-catering accommodation on the island, as well as Bike Hire at the North end foot ferry, a taxi service and Land Rover Tours & Paddle Boarding.
Check out the ferry timetables for the Oban Car Ferry (55 mins) or Port Appin foot ferry (5 mins) before you visit.","great, situated, heritage, lismore, ferry, oban, south, west, isle, island, north","About Lismore

Welcome to Isle of Lismore, or Lios Mòr - meaning the 'Great Garden' in Gaelic

Lismore is a 10 mile long Inner Hebridean island near Oban, situated at the very South end of the Great Glen. Because of its location, it has played an important part in the prehistory and history of the West Highlands and Islands and has an ancient and unbroken tradition of Gaelic Culture with a remarkable variety of historical monuments.

Today, as well as this rich heritage, it is prized for its beauty, tranquillity, and fertility with much to offer visitors whether on a day trip or for longer. There are great places to walk, cycle, kayak, sail and picnic with views on the higher ground of the encircling mainland mountains often snowcapped in Winter, and green, blue, purple and maroon in the Summer. On a clear day – and we do have them – the flat top of Ben Nevis and the Glencoe range is to the north east, the twin peaks of Cruachan to the east, to the west Morven and the busy Glensanda Quarry, the largest in Europe, and the Isle of Mull to the south west. Beyond are the inner Hebrides, Islay and Jura.

The population of the island is at present about 170. We are a small, friendly community with a strong community spirit.

On the island you can find a medieval Parish Church, a Primary School and a Public Hall, as well as our most recent addition, the award-winning Gaelic Heritage Centre & Museum Gift Shop.

We have a well stocked island Shop & Post Office, and the fully licenced Isle of Lismore Cafe, situated at the Heritage Centre.

There is self-catering accommodation on the island, as well as Bike Hire at the North end foot ferry, a taxi service and Land Rover Tours & Paddle Boarding. Check out the ferry timetables for the Oban Car Ferry (55 mins) or Port Appin foot ferry (5 mins) before you visit. Welcome!"
109369,March 2020 – Live Edinburgh News,https://liveedinburghnews.co.uk/2020/03/,30/03/2020,News,CORONAVIRUS,True,"The Government has introduced a range of new measures to slow down the spread of coronavirus.
From this evening people must stay at home except for shopping for basic necessities,…","introduced, coronavirus, live, slow, shopping, necessities, spread, range, 2020, measures, evening, edinburgh, stay","The Government has introduced a range of new measures to slow down the spread of coronavirus. From this evening people must stay at home except for shopping for basic necessities,…"
109370,The Lochside Press,https://thelochsidepress.com/2020/03/,30/03/2020,News,CORONAVIRUS,True,"A campaign could be launched to keep Waitrose in Helensburgh.
Earlier today it was revealed here that […]","waitrose, today, revealed, launched, earlier, helensburgh, press, campaign, lochside",A campaign could be launched to keep Waitrose in Helensburgh. Earlier today it was revealed here that […]
109371,Latest news from Edinburgh and the UK,https://www.edinburghlive.co.uk/news/,30/03/2020,News,CORONAVIRUS,True,"NewsStory SavedYou can find this story in My Bookmarks.
Or by navigating to the user icon in the top right.","latest, uk, navigating, savedyou, icon, newsstory, right, edinburgh, bookmarksor, user","News

Story Saved

You can find this story in My Bookmarks.

Or by navigating to the user icon in the top right."
109372,"Glasgow Live: Latest Glasgow News, sport, features and comment from the heart of the city",https://www.glasgowlive.co.uk/news/,30/03/2020,News,CORONAVIRUS,True,"NewsStory SavedYou can find this story in My Bookmarks.
Or by navigating to the user icon in the top right.","live, latest, heart, features, navigating, glasgow, comment, savedyou, icon, newsstory, sport, right, bookmarksor, user, city","News

Story Saved

You can find this story in My Bookmarks.

Or by navigating to the user icon in the top right."
109374,Coronavirus News,https://www.ayradvertiser.com/news/coronavirus/,30/03/2020,News,CORONAVIRUS,True,"As a subscriber, you are shown 80% less display advertising when reading our articles.
Those ads you do see are predominantly from local businesses promoting local services.
These adverts enable local businesses to get in front of their target audience – the local community.
It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times.","coronavirus, shown, subscriber, reading, times, businesses, local, support, adverts, servicesthese, target","As a subscriber, you are shown 80% less display advertising when reading our articles.

Those ads you do see are predominantly from local businesses promoting local services.

These adverts enable local businesses to get in front of their target audience – the local community.

It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times."
109375,Coronavirus News,https://www.clydebankpost.co.uk/news/coronavirus/,30/03/2020,News,CORONAVIRUS,True,"As a subscriber, you are shown 80% less display advertising when reading our articles.
Those ads you do see are predominantly from local businesses promoting local services.
These adverts enable local businesses to get in front of their target audience – the local community.
It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times.","coronavirus, shown, subscriber, reading, times, businesses, local, support, adverts, servicesthese, target","As a subscriber, you are shown 80% less display advertising when reading our articles.

Those ads you do see are predominantly from local businesses promoting local services.

These adverts enable local businesses to get in front of their target audience – the local community.

It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times."
109376,coronavirus Archives,https://www.dng24.co.uk/tag/coronavirus/,30/03/2020,News,CORONAVIRUS,True,"Moffat Dumfries and West, Front, News Dumfries and West, Front Moffat Dumfries and West, Front, News Be Front Annan and Eskdale, Dumfries and West, Front, Front, News Be Front Annan and Eskdale, Dumfries and West, Front, Lockerbie and Lochmaben, Moffat, News, nostalgia Front Front Front Annan and Eskdale, Dumfries and West, Front,","coronavirus, archives","Moffat

Dumfries and West, Front, News

Dumfries and West, Front

Moffat

Dumfries and West, Front, News

Be

Front

Annan and Eskdale, Dumfries and West, Front, News, Nostalgia

Front

Front

Front

Front

Front

Annan and Eskdale, Dumfries and West, Front, Lockerbie and Lochmaben, Moffat, News"
109377,Coronavirus News,https://www.glasgowtimes.co.uk/news/coronavirus/,30/03/2020,News,CORONAVIRUS,True,"As a subscriber, you are shown 80% less display advertising when reading our articles.
Those ads you do see are predominantly from local businesses promoting local services.
These adverts enable local businesses to get in front of their target audience – the local community.
It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times.","coronavirus, shown, subscriber, reading, times, businesses, local, support, adverts, servicesthese, target","As a subscriber, you are shown 80% less display advertising when reading our articles.

Those ads you do see are predominantly from local businesses promoting local services.

These adverts enable local businesses to get in front of their target audience – the local community.

It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times."
109378,Greenock Telegraph,https://www.greenocktelegraph.co.uk/news/coronavirus/,30/03/2020,News,CORONAVIRUS,True,"As a subscriber, you are shown 80% less display advertising when reading our articles.
Those ads you do see are predominantly from local businesses promoting local services.
These adverts enable local businesses to get in front of their target audience – the local community.
It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times.","telegraph, shown, subscriber, reading, times, greenock, businesses, local, support, adverts, servicesthese, target","As a subscriber, you are shown 80% less display advertising when reading our articles.

Those ads you do see are predominantly from local businesses promoting local services.

These adverts enable local businesses to get in front of their target audience – the local community.

It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times."
109379,Coronavirus News,https://www.barrheadnews.com/news/coronavirus/,30/03/2020,News,CORONAVIRUS,True,"As a subscriber, you are shown 80% less display advertising when reading our articles.
Those ads you do see are predominantly from local businesses promoting local services.
These adverts enable local businesses to get in front of their target audience – the local community.
It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times.","coronavirus, shown, subscriber, reading, times, businesses, local, support, adverts, servicesthese, target","As a subscriber, you are shown 80% less display advertising when reading our articles.

Those ads you do see are predominantly from local businesses promoting local services.

These adverts enable local businesses to get in front of their target audience – the local community.

It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times."
109380,Dumbarton and Vale of Leven Reporter,https://www.dumbartonreporter.co.uk/news/coronavirus/,30/03/2020,News,CORONAVIRUS,True,"As a subscriber, you are shown 80% less display advertising when reading our articles.
Those ads you do see are predominantly from local businesses promoting local services.
These adverts enable local businesses to get in front of their target audience – the local community.
It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times.","shown, dumbarton, subscriber, reading, reporter, leven, times, businesses, local, vale, support, adverts, servicesthese, target","As a subscriber, you are shown 80% less display advertising when reading our articles.

Those ads you do see are predominantly from local businesses promoting local services.

These adverts enable local businesses to get in front of their target audience – the local community.

It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times."
109382,Coronavirus News,https://www.the-gazette.co.uk/news/coronavirus/,30/03/2020,News,CORONAVIRUS,True,"As a subscriber, you are shown 80% less display advertising when reading our articles.
Those ads you do see are predominantly from local businesses promoting local services.
These adverts enable local businesses to get in front of their target audience – the local community.
It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times.","coronavirus, shown, subscriber, reading, times, businesses, local, support, adverts, servicesthese, target","As a subscriber, you are shown 80% less display advertising when reading our articles.

Those ads you do see are predominantly from local businesses promoting local services.

These adverts enable local businesses to get in front of their target audience – the local community.

It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times."
109383,Alloa and Hillfoots Advertiser,https://www.alloaadvertiser.com/news/coronavirus/,30/03/2020,News,CORONAVIRUS,True,"As a subscriber, you are shown 80% less display advertising when reading our articles.
Those ads you do see are predominantly from local businesses promoting local services.
These adverts enable local businesses to get in front of their target audience – the local community.
It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times.","alloa, shown, subscriber, support, reading, times, businesses, local, hillfoots, adverts, servicesthese, target, advertiser","As a subscriber, you are shown 80% less display advertising when reading our articles.

Those ads you do see are predominantly from local businesses promoting local services.

These adverts enable local businesses to get in front of their target audience – the local community.

It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times."
109385,Coronavirus News,https://www.bordertelegraph.com/news/coronavirus/,30/03/2020,News,CORONAVIRUS,True,"As a subscriber, you are shown 80% less display advertising when reading our articles.
Those ads you do see are predominantly from local businesses promoting local services.
These adverts enable local businesses to get in front of their target audience – the local community.
It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times.","coronavirus, shown, subscriber, reading, times, businesses, local, support, adverts, servicesthese, target","As a subscriber, you are shown 80% less display advertising when reading our articles.

Those ads you do see are predominantly from local businesses promoting local services.

These adverts enable local businesses to get in front of their target audience – the local community.

It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times."
109387,Central Fife Times,https://www.centralfifetimes.com/news/coronavirus/,30/03/2020,News,CORONAVIRUS,True,"As a subscriber, you are shown 80% less display advertising when reading our articles.
Those ads you do see are predominantly from local businesses promoting local services.
These adverts enable local businesses to get in front of their target audience – the local community.
It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times.","shown, subscriber, fife, reading, times, central, businesses, local, support, adverts, servicesthese, target","As a subscriber, you are shown 80% less display advertising when reading our articles.

Those ads you do see are predominantly from local businesses promoting local services.

These adverts enable local businesses to get in front of their target audience – the local community.

It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times."
109388,Cumnock Chronicle,https://www.cumnockchronicle.com/news/coronavirus/,30/03/2020,News,CORONAVIRUS,True,"As a subscriber, you are shown 80% less display advertising when reading our articles.
Those ads you do see are predominantly from local businesses promoting local services.
These adverts enable local businesses to get in front of their target audience – the local community.
It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times.","shown, subscriber, reading, times, cumnock, chronicle, businesses, local, support, adverts, servicesthese, target","As a subscriber, you are shown 80% less display advertising when reading our articles.

Those ads you do see are predominantly from local businesses promoting local services.

These adverts enable local businesses to get in front of their target audience – the local community.

It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times."
109389,Dunfermline Press,https://www.dunfermlinepress.com/news/coronavirus/,30/03/2020,News,CORONAVIRUS,True,"As a subscriber, you are shown 80% less display advertising when reading our articles.
Those ads you do see are predominantly from local businesses promoting local services.
These adverts enable local businesses to get in front of their target audience – the local community.
It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times.","shown, subscriber, reading, times, servicesthese, businesses, local, dunfermline, support, adverts, press, target","As a subscriber, you are shown 80% less display advertising when reading our articles.

Those ads you do see are predominantly from local businesses promoting local services.

These adverts enable local businesses to get in front of their target audience – the local community.

It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times."
