id,title,url,web_archive_id,first_keywords_auto,last_keywords_auto,first_summary_auto,last_summary_auto,first_date_parsed,last_date_parsed,alive,type1,type2,COVID (add yes/ no),group
2039,Helensburgh Advertiser : Helensburgh food bank scraps school holiday lunchbox scheme,http://www.helensburghadvertiser.co.uk/news/18310892.helensburgh-food-bank-appeals-continued-community-support/,108251,"food, Helensburgh, bank, Lomond, continue, READ, people, holiday","food, Helensburgh, bank, Lomond, continue, READ, people, holiday","UK Prime Minister Boris Johnson issued new guidance on Monday this week advising against unnecessary social contact, with people being told not to visit pubs, clubs or restaurants.","UK Prime Minister Boris Johnson issued new guidance on Monday this week advising against unnecessary social contact, with people being told not to visit pubs, clubs or restaurants.",18/03/2020,18/03/2020,no,News,CORONAVIRUS,no,Media
2040,Helensburgh Advertiser : Coronavirus LIVE: All the Helensburgh headlines as they happened on Tuesday,http://www.helensburghadvertiser.co.uk/news/18311040.coronavirus-live-tuesdays-headlines-around-helensburgh/,108254,"Media, Cloud, events, longitudinal, web, archival, collection, based","Media, Cloud, events, longitudinal, web, archival, collection, based",A longitudinal web archival collection based on URIs from the daily feed of Media Cloud that maps news media coverage of current events.,A longitudinal web archival collection based on URIs from the daily feed of Media Cloud that maps news media coverage of current events.,18/03/2020,18/03/2020,no,News,CORONAVIRUS,no,Media
2041,Helensburgh Advertiser : Fears coronavirus could 'devastate' Helensburgh's hospitality sector,http://www.helensburghadvertiser.co.uk/news/18312699.fears-coronavirus-devastate-helensburghs-hospitality-scene/,108255,"Helensburgh, businesses, Prime, Lomond, doubt, customers, business, RESTAURANT","Helensburgh, businesses, Prime, Lomond, doubt, customers, business, RESTAURANT","""Please support your local businesses and we hope to see you through our doors over the coming weeks.""","""Please support your local businesses and we hope to see you through our doors over the coming weeks.""",18/03/2020,18/03/2020,no,News,CORONAVIRUS,no,Media
2074,"Gazette, The : Patient dies from coronavirus after another rise in cases",http://www.the-gazette.co.uk/news/18311534.nearly-50-confirmed-cases-coronavirus-nhs-greater-glasgow-clyde/,108305,"health, board, NHS, Greater, Glasgow, Clyde, Renfrewshire, cases","health, board, NHS, Greater, Glasgow, Clyde, Renfrewshire, cases",“I offer my deepest condolences to their friends and family at this difficult time.,“I offer my deepest condolences to their friends and family at this difficult time.,18/03/2020,13/04/2020,no,News,CORONAVIRUS,no,Media
2127,Arran Banner : Face to face doctors appointments cut back on Arran,https://www.arranbanner.co.uk/2020/03/16/face-to-face-doctors-appointments-cut-back-on-arran/,108369,"Arran, Face, practice, advice, appointments, symptoms, Hospital, usual","Arran, Face, practice, advice, appointments, symptoms, Hospital, usual","‘As it currently stands, Health Protection Scotland are advising that testing for COVID-19 should only be carried out on patients requiring admission to hospital.","‘As it currently stands, Health Protection Scotland are advising that testing for COVID-19 should only be carried out on patients requiring admission to hospital.",18/03/2020,18/03/2020,no,News,CORONAVIRUS,yes,Media
2155,"Orcadian, The : OIC: It’s business as usual for now but plans being put in place to ensure essential services are maintained",https://www.orcadian.co.uk/oic-its-business-as-usual-for-now-but-plans-being-put-in-place-to-ensure-essential-services-are-maintained/,108397,"Orkney, Council, health, Mundell, usual, services, Islands, place","Orkney, Council, health, Mundell, usual, services, Islands, place",No other port in Scotland has stopped such visits and we are following national guidance on this.,No other port in Scotland has stopped such visits and we are following national guidance on this.,18/03/2020,18/03/2020,no,News,CORONAVIRUS,no,Media
2169,Oban Times : BID4Oban cancel AGM,https://www.obantimes.co.uk/2020/03/17/bid4oban-cancel-agm/,108415,"AGM, read, access, subscription, cancel, full, week, digital","AGM, read, access, subscription, cancel, full, week, digital",No problem you can subscribe for just one week (or longer if you wish) Already a subscriber?,No problem you can subscribe for just one week (or longer if you wish) Already a subscriber?,18/03/2020,18/03/2020,no,News,CORONAVIRUS,no,Media
2174,Oban Times : Cameron calls for £780m cash boost to be used to tackle virus,https://www.obantimes.co.uk/2020/03/17/cameron-calls-for-780m-cash-boost-to-be-used-to-tackle-virus/,108420,"Government, Scottish, Cameron, read, Scotland, response, access, subscription","Government, Scottish, Cameron, read, Scotland, response, access, subscription",‘Everyone agrees this is going to be a challenging period for our economy.,‘Everyone agrees this is going to be a challenging period for our economy.,18/03/2020,18/03/2020,no,News,CORONAVIRUS,no,Media
2185,Oban Times : COVID-19 support packages announced for Highland businesses,https://www.obantimes.co.uk/2020/03/17/covid-19-support-packages-announced-for-highland-businesses/,108433,"Government, Scottish, access, April, Highland, read, businesses, subscription","Government, Scottish, access, April, Highland, read, businesses, subscription","‘Last weekend, the Scottish Government announced several new measures which I hope will assist many Highland businesses.","‘Last weekend, the Scottish Government announced several new measures which I hope will assist many Highland businesses.",18/03/2020,18/03/2020,no,News,CORONAVIRUS,no,Media
2198,Oban Times : Lochaber Piping Society events cancelled,https://www.obantimes.co.uk/2020/03/17/lochaber-piping-society-events-cancelled/,108447,"Piping, Society, read, access, subscription, Lochaber, events, cancelled","Piping, Society, read, access, subscription, Lochaber, events, cancelled",Lochaber Piping Society events cancelled Want to read more?,Lochaber Piping Society events cancelled Want to read more?,18/03/2020,18/03/2020,no,News,CORONAVIRUS,no,Media
2199,Oban Times : Lorn Medical Centre ahead of latest government advice,https://www.obantimes.co.uk/2020/03/17/lorn-medical-centre-is-ahead-of-latest-government-advice/,108448,"Centre, Medical, telephone, Lorn, Oban, care, phone, patients","Centre, Medical, telephone, Lorn, Oban, care, phone, patients",Concerns are growing that small teams caring for elderly across the Oban area could be hit hard if workers have to self-isolate.,Concerns are growing that small teams caring for elderly across the Oban area could be hit hard if workers have to self-isolate.,18/03/2020,18/03/2020,no,News,CORONAVIRUS,no,Media
2209,Oban Times : People advised to limit social contact,https://www.obantimes.co.uk/2020/03/17/people-advised-to-limit-social-contact/,108460,"home, stay, contact, spread, People, read, social, access","home, stay, contact, spread, People, read, social, access",*Members of a household where someone has suspected symptoms should stay at home for 14 days.,*Members of a household where someone has suspected symptoms should stay at home for 14 days.,18/03/2020,18/03/2020,no,News,CORONAVIRUS,no,Media
2232,Oban Times : Western Isles sport and leisure facilities close due to Coronavirus,https://www.obantimes.co.uk/2020/03/17/western-isles-sport-and-leisure-facilities-close-due-to-coronavirus/,108494,"Isles, Coronavirus, read, access, subscription, Western, sport, leisure","Isles, Coronavirus, read, access, subscription, Western, sport, leisure",No problem you can subscribe for just one week (or longer if you wish) Already a subscriber?,No problem you can subscribe for just one week (or longer if you wish) Already a subscriber?,18/03/2020,18/03/2020,no,News,CORONAVIRUS,yes,Media
2241,BBC News : A to Z of Scotland's 2020 Six Nations,https://www.bbc.co.uk/sport/rugby-union/51904808,108610,"Scotland, game, Nations, Townsend, Wales, France, England, Ireland","Scotland, game, Nations, Townsend, Wales, France, England, Ireland","Professional rugby has become a ferociously expensive sport to run, so you can see the need for more money coming in, but at what cost?","Professional rugby has become a ferociously expensive sport to run, so you can see the need for more money coming in, but at what cost?",18/03/2020,10/12/2022,no,News,CORONAVIRUS,no,Media
2260,BBC News : Coronavirus: Glasgow Rocks want British Basketball title award and season ended,https://www.bbc.co.uk/sport/basketball/51938398,108629,"British, Rocks, Glasgow, season, Basketball, title, Coronavirus, Leaders","British, Rocks, Glasgow, season, Basketball, title, Coronavirus, Leaders","Scotland's only professional side are currently four points clear of London Lions, who have a game in hand, with five matches left.","Scotland's only professional side are currently four points clear of London Lions, who have a game in hand, with five matches left.",18/03/2020,18/03/2020,no,News,CORONAVIRUS,yes,Media
2275,BBC News : Coronavirus: Scottish football authorities forward £1.5m of funding to help with financial costs of pandemic,https://www.bbc.co.uk/sport/football/51950991,108645,"Scottish, clubs, Scotland, authorities, financial, Club, Coronavirus, football","Scottish, clubs, Scotland, football, authorities, financial, Club, Coronavirus",Cowdenbeath say they cannot sell season tickets for next turn until what happens to the current campaign becomes clearer.,"League Two club Elgin City had told BBC Scotland it could go out of business by the end of May without financial support and welcomed the funding, while Partick Thistle and Raith Rovers have promoted pages set up by fans to donate money to ease the financial burden of not playing football.",18/03/2020,21/05/2023,no,News,CORONAVIRUS,yes,Media
2276,BBC News : Coronavirus: Scottish government vows to back businesses during outbreak,https://www.bbc.co.uk/news/uk-scotland-51945498,108646,"Scotland, businesses, Borland, Black, Scottish, Business, Coronavirus, CBI","Scotland, businesses, Hyslop, Published, government, announced, measures, Economy",- LIVE Coronavirus in Scotland - latest news - 'Highly possible' Scottish schools could shut within days She added that the most urgent matter was wages and said many firms have had no choice but to reduce staff hours.,"""We can't be tied up in red tape or going through extra bureaucratic hoops to make sure people get the money they require.""",18/03/2020,13/08/2022,no,News,CORONAVIRUS,no,Media
1492,Glasgow City Council : Coronavirus (COVID-19) advice and information,https://www.glasgow.gov.uk/coronavirus,107400,"government, NHS, service, Health, advice, Glasgow, Scottish, Care","home, Glasgow, Government, Scottish, stay, list, Centres, Support","We are working hard to put plans in place manage the situation as it develops, following official advice and guidance.",Full details on Glasgow's Centres and helpline numbers are available at www.glasgow.gov.uk/article/26644/Glasgows-Covid-19-Mass-Vaccination-Centres Issues related to coronavirus (COVID-19) affecting the delivery of council services will be posted here.,19/03/2020,07/12/2023,no,Local Authority,CORONAVIRUS,yes,Government
1618,Ayr Advertiser : Ayr family stranded in Spain amidst coronavirus lock down,http://www.ayradvertiser.com/news/18310489.ayr-family-stranded-spain-amidst-coronavirus-lock/,107692,"family, Thursday, AYR, country, beaches, hotel, Saturday, Michelle","family, Thursday, AYR, country, beaches, hotel, Saturday, Michelle","In the region of Andalucia where Benalmádena is situated, cases have soared to 309 , with seven deaths.","In the region of Andalucia where Benalmádena is situated, cases have soared to 309 , with seven deaths.",19/03/2020,19/03/2020,no,News,CORONAVIRUS,no,Media
1641,"National, The : Coronavirus",https://www.thenational.scot/news/coronavirus/,107725,"Schools, Scottish, Coronavirus, happened, confirmed, week, businesses, death","local, businesses, subscriber, shown, articles, display, advertising, reading",Coronavirus as it happened: Third Scottish death confirmed | Schools to close from end of week | New measures to help businesses,"As a subscriber, you are shown 80% less display advertising when reading our articles.",19/03/2020,15/08/2024,no,News,CORONAVIRUS,no,Media
1786,Glasgow Times : U-turn: Bank nurses WILL be given full sick pay,http://www.glasgowtimes.co.uk/news/18309714.u-turn-bank-nurses-will-given-full-sick-pay/,107883,"staff, NHS, HEALTH, bank, Greater, Glasgow, pay, Clyde","staff, NHS, HEALTH, bank, Greater, Glasgow, pay, Clyde","""This includes our bank staff who play a vital role in our workforce and any bank staff required to self-isolate should be paid for the shifts already booked during their period of self-isolation.""","""This includes our bank staff who play a vital role in our workforce and any bank staff required to self-isolate should be paid for the shifts already booked during their period of self-isolation.""",19/03/2020,19/03/2020,no,News,CORONAVIRUS,no,Media
1837,Evening express : 10 new positive coronavirus cases in north-east as new figures revealed,https://www.eveningexpress.co.uk/fp/news/local/10-new-positive-coronavirus-cases-in-north-east-as-new-figures-revealed/,107967,"positive, health, NHS, people, Board, Greater, Glasgow, Clyde","positive, health, NHS, people, Board, Greater, Glasgow, Clyde",No further information will be available to protect patient confidentiality.” Across Scotland there are now 195 positive cases of coronavirus.,No further information will be available to protect patient confidentiality.” Across Scotland there are now 195 positive cases of coronavirus.,19/03/2020,19/03/2020,no,News,CORONAVIRUS,yes,Media
1841,Evening express : Aberdeen bars launch drive-thru beer ordering service,https://www.eveningexpress.co.uk/fp/news/local/aberdeen-bars-launch-drive-thru-beer-ordering-service/,107972,"BrewDog, beer, company, North-east, customers, items, launched, drive-thru","BrewDog, beer, company, North-east, customers, items, launched, drive-thru",“Thinking of new ways you can buy beer from us led to this – BrewDog Drive Thru.,“Thinking of new ways you can buy beer from us led to this – BrewDog Drive Thru.,19/03/2020,15/05/2021,no,News,CORONAVIRUS,no,Media
1847,Evening express : Aberdeen churches close due to coronavirus pandemic,https://www.eveningexpress.co.uk/fp/news/local/aberdeen-churches-close-due-to-coronavirus-pandemic/,107979,"Aberdeen, Presbytery, Churches, outbreak, shut, coronavirus, statement, congregations","Aberdeen, Churches, outbreak, shut, coronavirus, statement, congregations, Presbytery",A statement released by the Presbytery of Aberdeen said they were instructing “all congregations to cease public worship with immediate effect until further notice”.,A statement released by the Presbytery of Aberdeen said they were instructing “all congregations to cease public worship with immediate effect until further notice”.,19/03/2020,17/10/2021,no,News,CORONAVIRUS,yes,Media
1850,"Evening express : Aberdeen help group set up in wake of coronavirus pandemic attracts more than 8,600 members in just four days",https://www.eveningexpress.co.uk/fp/news/local/aberdeen-help-group-set-up-in-wake-of-coronavirus-pandemic-attracts-more-than-8600-members-in-just-four-days/,107982,"people, Saturday, Sinclair, Helping, Hands, Aberdeen, n’t, page","people, Saturday, Sinclair, Helping, Hands, Aberdeen, n’t, page","“Currently, we are looking for members to post about vulnerable or in-need people in the community who may live close by them and need help.","“Currently, we are looking for members to post about vulnerable or in-need people in the community who may live close by them and need help.",19/03/2020,17/04/2020,no,News,CORONAVIRUS,no,Media
1851,Evening express : Aberdeen hotel shuts due to coronavirus,https://www.eveningexpress.co.uk/fp/news/local/aberdeen-hotel-shuts-due-to-coronavirus/,107983,"hotel, Aberdeen, weeks, confirmed, close, tomorrow, proceed, unsafe","hotel, Aberdeen, weeks, confirmed, close, tomorrow, proceed, unsafe",“We would like to sincerely thank you all for your custom during this unprecedented situation.,“We would like to sincerely thank you all for your custom during this unprecedented situation.,19/03/2020,19/03/2020,no,News,CORONAVIRUS,no,Media
1853,Evening express : Aberdeen Kiltwalk postponed due to coronavirus,https://www.eveningexpress.co.uk/fp/news/local/aberdeen-kiltwalk-postponed-due-to-coronavirus1/,107985,"Kiltwalk, Aberdeen, fundraising, Hunter, Scotland, Tom, Sir, Glasgow","Kiltwalk, Aberdeen, fundraising, Hunter, Scotland, Tom, Sir, Glasgow",“To that point we know many charities are already hurting and staring at the prospect of significantly curtailed fundraising opportunities.,“To that point we know many charities are already hurting and staring at the prospect of significantly curtailed fundraising opportunities.,19/03/2020,19/03/2020,no,News,CORONAVIRUS,no,Media
1860,Evening express : Aberdeen restaurant to close temporarily,https://www.eveningexpress.co.uk/fp/news/local/aberdeen-restaurant-to-close-temporarily/,107993,"Aberdeen, restaurant, residency, NHS, customers, Deliveroo, popular, eatery","Aberdeen, restaurant, residency, NHS, customers, Deliveroo, popular, eatery",A popular Aberdeen eatery has announced it will shut its restaurant and residency to “reduce the risk for customers”.,A popular Aberdeen eatery has announced it will shut its restaurant and residency to “reduce the risk for customers”.,19/03/2020,17/04/2020,no,News,CORONAVIRUS,no,Media
1872,Evening express : Aberdeen’s Belmont Filmhouse announces immediate closure due to coronavirus,https://www.eveningexpress.co.uk/fp/news/local/aberdeens-belmont-filmhouse-announces-immediate-closure-due-to-coronavirus/,108008,"Filmhouse, Belmont, Aberdeen, Edinburgh, due, future, crisis, closed","Filmhouse, Aberdeen, Belmont, Edinburgh, due, future, crisis, closed",It comes as both Cineworld and Vue confirmed they would be closing their venues due to the pandemic.,It comes as both Cineworld and Vue confirmed they would be closing their venues due to the pandemic.,19/03/2020,18/09/2020,no,News,CORONAVIRUS,yes,Media
1880,Evening express : Asda introduces strict shopping limits and closes cafes and counters,https://www.eveningexpress.co.uk/fp/news/local/asda-introduces-strict-shopping-limits-and-closes-cafes-and-counters/,108020,"Asda, food, toiletries, outbreak, announced, restricting, customers, buying","Asda, food, toiletries, outbreak, announced, restricting, customers, buying","Asda has announced it is restricting all customers to buying up to three items on all food, toiletries and cleaning products amid a surge in demand following the coronavirus outbreak.","Asda has announced it is restricting all customers to buying up to three items on all food, toiletries and cleaning products amid a surge in demand following the coronavirus outbreak.",19/03/2020,21/06/2020,no,News,CORONAVIRUS,yes,Media
1886,Evening express : Cineworld and Picturehouse to close all UK cinemas from tomorrow,https://www.eveningexpress.co.uk/fp/news/local/cineworld-and-picturehouse-to-close-all-uk-cinemas-from-tomorrow/,108028,"Cineworld, Picturehouse, cinemas, tomorrow, announced, closure, starting, decision","Cineworld, Picturehouse, cinemas, tomorrow, announced, closure, starting, decision",“We deeply value our cinema-loving customers and have no doubt we will be serving everyone again as soon as possible with a full slate of Hollywood blockbusters and the best of independent films and content.”,"“We deeply value our cinema-loving customers and have no doubt we will be serving everyone again as soon as possible with a full slate of Hollywood blockbusters and the best of independent films and content.” Help support quality local journalism … become a digital subscriber to the Evening Express For as little as £5.99 a month you can access all of our content, including Premium articles.",19/03/2020,19/09/2020,no,News,CORONAVIRUS,no,Media
1896,Evening express : Coronavirus: Day and respite services across Aberdeenshire to be suspended,https://www.eveningexpress.co.uk/fp/news/local/https-www-pressandjournal-co-uk-fp-news-aberdeenshire-2083639-coronavirus-day-and-respite-services-across-aberdeenshire-to-be-suspended/,108039,"Friday, services, Aberdeenshire, Social, support, Learning, disability, older","Friday, services, Aberdeenshire, Social, support, Learning, disability, older",Learning disability and older adults day services across Aberdeenshire will be suspended from Friday.,Learning disability and older adults day services across Aberdeenshire will be suspended from Friday.,19/03/2020,17/04/2020,no,News,CORONAVIRUS,no,Media
1916,Evening express : Health of both volunteers and those in need key to Aberdeen charities,https://www.eveningexpress.co.uk/fp/news/local/health-of-both-volunteers-and-those-in-need-key-to-aberdeen-charities/,108064,"Food, people, parcels, Aberdeen, volunteers, Simmers, staff, CFINE","Food, people, parcels, Aberdeen, volunteers, Simmers, staff, Evening","The only thing I’m sure of right now is we will be here helping people, whether rain, hail or coronavirus.”","The only thing I’m sure of right now is we will be here helping people, whether rain, hail or coronavirus.” Help support quality local journalism … become a digital subscriber to the Evening Express For as little as £5.99 a month you can access all of our content, including Premium articles.",19/03/2020,20/09/2020,no,News,CORONAVIRUS,yes,Media
1923,Evening express : McDonald’s to close all seating areas in UK restaurants from tomorrow,https://www.eveningexpress.co.uk/fp/news/local/mcdonalds-to-close-all-seating-areas-in-uk-restaurants-from-tomorrow1/,108072,"Ireland, temporarily, March, restaurants, takeaway, Drive, drive-thru, coronavirus","Ireland, temporarily, March, restaurants, takeaway, drive-thru, coronavirus, Drive",“Thank you once again for all your support in keeping one another safe.” An update from us.,“Thank you once again for all your support in keeping one another safe.” An update from us.,19/03/2020,29/05/2021,no,News,CORONAVIRUS,yes,Media
1952,Evening express : Second north-east primary school shuts ‘indefinitely’,https://www.eveningexpress.co.uk/fp/news/local/second-north-east-primary-school-shuts-indefinitely/,108137,"school, indefinitely, north-east, primary, shut, due, Chapel, Oldmeldrum","school, indefinitely, north-east, primary, shut, due, Chapel, Oldmeldrum",He said: “Can I please take this opportunity to reassure you that we do not have any confirmed cases of coronavirus in our school community.,He said: “Can I please take this opportunity to reassure you that we do not have any confirmed cases of coronavirus in our school community.,19/03/2020,17/04/2020,no,News,CORONAVIRUS,yes,Media
1973,Barrhead News : Coronavirus: Schools closed 'by end of week' - and could be shut until AUGUST,http://www.barrheadnews.com/news/18314869.coronavirus-schools-closed-by-end-week---shut-august/,108182,"Scotland, Sturgeon, Minister, schools, school, close, week, announced","Scotland, Sturgeon, Minister, schools, school, close, week, announced",Ms Sturgeon said there could be “a lot of local flexibility” with councils possibly approaching school closures differently.,Ms Sturgeon said there could be “a lot of local flexibility” with councils possibly approaching school closures differently.,19/03/2020,19/03/2020,no,News,CORONAVIRUS,no,Media
1987,Clydebank Post : Drumchapel swimming pool closes amid cornavirus lockdown,http://www.clydebankpost.co.uk/news/18313859.drumchapel-swimming-pool-closes-amid-cornavirus-lockdown/,108197,"Glasgow, Life, Club, Drumchapel, April, March, Library, public","Glasgow, Life, Club, Drumchapel, April, March, Library, public","Glasgow Life announced the decision to close all of its venues from Tuesday, March 17.","Glasgow Life announced the decision to close all of its venues from Tuesday, March 17.",19/03/2020,19/03/2020,no,News,CORONAVIRUS,no,Media
1989,Clydebank Post : Non-essential visits to care homes suspended amid coronavirus,http://www.clydebankpost.co.uk/news/18314217.non-essential-visits-care-homes-suspended-amid-coronavirus/,108199,"Council, West, Dunbartonshire, care, homes, announced, coronavirus, health","Council, West, Dunbartonshire, care, homes, announced, coronavirus, health","“We would like to thank residents, relatives and friends for their continued understanding and support.” For more information, West Dunbartonshire Council has issued a statement which can be read at west-dunbarton.gov.uk/public-health-protection/coronavirus.","“We would like to thank residents, relatives and friends for their continued understanding and support.” For more information, West Dunbartonshire Council has issued a statement which can be read at west-dunbarton.gov.uk/public-health-protection/coronavirus.",19/03/2020,19/03/2020,no,News,CORONAVIRUS,yes,Media
1990,Clydebank Post : Coronavirus: Clydebank schools will close on Friday,http://www.clydebankpost.co.uk/news/18314687.coronavirus-clydebank-schools-closed-by-end-week/,108200,"Clydebank, Schools, Scotland, pupils, parents, Dunbartonshire, learning, Friday","Clydebank, Schools, Scotland, pupils, parents, Dunbartonshire, learning, Friday","Schools and nurseries across Clydebank will be closed to pupils by the end of week, it has been announced.","Schools and nurseries across Clydebank will be closed to pupils by the end of week, it has been announced.",19/03/2020,19/03/2020,no,News,CORONAVIRUS,no,Media
1991,Clydebank Post : Dalmuir hospital appeals to visitors not to steal hand gel,http://www.clydebankpost.co.uk/news/18315231.dalmuir-hospital-appeals-visitors-not-steal-hand-gel/,108201,"Dalmuir, HOSPITAL, gel, hand, appealed, visitors, steal, patients","Dalmuir, HOSPITAL, gel, hand, appealed, visitors, steal, patients","""Please don’t be selfish - think about the health of others, especially vulnerable patients – and help us keep everyone safe in our facilities.""","""Please don’t be selfish - think about the health of others, especially vulnerable patients – and help us keep everyone safe in our facilities.""",19/03/2020,19/03/2020,no,News,CORONAVIRUS,no,Media
2006,Dumbarton Reporter : Dumbarton and the Vale schools to remain open amid coronavirus fears,http://www.dumbartonreporter.co.uk/news/18312048.plans-teach-online-prepared/,108216,"schools, Vale, Council, online, University, West, Dunbartonshire, secondary","schools, Vale, Council, online, University, West, Dunbartonshire, secondary","West Dunbartonshire Council transport will continue as normal for the foreseeable future, and pupils will still be encouraged to attend school and sit exams as the academic year goes on.","West Dunbartonshire Council transport will continue as normal for the foreseeable future, and pupils will still be encouraged to attend school and sit exams as the academic year goes on.",19/03/2020,19/03/2020,no,News,CORONAVIRUS,no,Media
2008,Dumbarton Reporter : West Dunbartonshire community rallies as virus spreads,http://www.dumbartonreporter.co.uk/news/18312100.two-deaths-195-cases-confirmed-scotland/,108218,"Dumbarton, Vale, Food, coronavirus, people, community, schools, Assistance","Dumbarton, Vale, Food, coronavirus, people, community, schools, Assistance","As supermarket shelves are cleared of essential baby formula, toilet rolls, and non-perishable goods, West Dunbartonshire Council says its schools will remain open for now.","As supermarket shelves are cleared of essential baby formula, toilet rolls, and non-perishable goods, West Dunbartonshire Council says its schools will remain open for now.",19/03/2020,19/03/2020,no,News,CORONAVIRUS,yes,Media
2023,Greenock Telegraph : Coronavirus LIVE: 195 confirmed cases in Scotland and two dead,http://www.greenocktelegraph.co.uk/news/18314212.coronavirus-live-195-confirmed-cases-scotland/,108235,"Scotland, Greater, Glasgow, cases, confirmed, NHS, March, LIVE","Scotland, Greater, Glasgow, cases, confirmed, NHS, March, LIVE","Coronavirus LIVE: 195 confirmed cases in Scotland - What we know so far: - As of 7am, 18 March: - The second Scottish death cased by COVID-19 was recorded yesterday in Greater Glasgow - There are currently 195 confirmed cases in Scotland - Greater Glasgow remains the NHS board in the country with the highest cases at 49 - Scotland's NHS has been placed on an 'emergency footing' for the next three months - There are 1950 cases of COVID-19 in the UK - A total of 50,442 people have been tested with 48,492 negative results","Coronavirus LIVE: 195 confirmed cases in Scotland - What we know so far: - As of 7am, 18 March: - The second Scottish death cased by COVID-19 was recorded yesterday in Greater Glasgow - There are currently 195 confirmed cases in Scotland - Greater Glasgow remains the NHS board in the country with the highest cases at 49 - Scotland's NHS has been placed on an 'emergency footing' for the next three months - There are 1950 cases of COVID-19 in the UK - A total of 50,442 people have been tested with 48,492 negative results",19/03/2020,19/03/2020,no,News,CORONAVIRUS,yes,Media
2024,Greenock Telegraph : All Inverclyde schools to close 'by end of the week' amid coronavirus outbreak,http://www.greenocktelegraph.co.uk/news/18314659.schools-close-prevent-covid-19-spread/,108236,"Inverclyde, Sturgeon, week, close, end, Scotland, Minister, Nicola","Inverclyde, Sturgeon, week, close, end, Scotland, Minister, Nicola","""At this stage, I cannot promise that they (schools) will reopen before the summer holidays""","""At this stage, I cannot promise that they (schools) will reopen before the summer holidays""",19/03/2020,19/03/2020,no,News,CORONAVIRUS,no,Media
2025,Greenock Telegraph : Tesco to impose restrictions on customers' purchases,http://www.greenocktelegraph.co.uk/news/18315301.tesco-impose-restrictions-customers-shopping/,108237,"Port, Glasgow, Greenock, Tesco, tomorrow, impose, restrictions, customers","Port, Glasgow, Greenock, Tesco, tomorrow, impose, restrictions, customers",Tesco in Port Glasgow and Greenock will impose restrictions on all customers to buying a maximum of three products per line from tomorrow.,Tesco in Port Glasgow and Greenock will impose restrictions on all customers to buying a maximum of three products per line from tomorrow.,19/03/2020,19/03/2020,no,News,CORONAVIRUS,no,Media
2042,Helensburgh Advertiser : Coronavirus: All the Helensburgh and Lomond news as it happened on Wednesday,http://www.helensburghadvertiser.co.uk/news/18314029.coronavirus-helensburgh-news-happened-wednesday/,108256,"Media, Cloud, events, Coronavirus, longitudinal, web, archival, collection","Media, Cloud, events, Coronavirus, longitudinal, web, archival, collection",A longitudinal web archival collection based on URIs from the daily feed of Media Cloud that maps news media coverage of current events.,A longitudinal web archival collection based on URIs from the daily feed of Media Cloud that maps news media coverage of current events.,19/03/2020,19/03/2020,no,News,CORONAVIRUS,yes,Media
2043,"Helensburgh Advertiser : Less beer, fewer staff, capacity cut: the story of one Helensburgh pub's coronavirus battle",http://www.helensburghadvertiser.co.uk/news/18314498.story-clyde-bar-helensburghs-battle-coronavirus/,108257,"Helensburgh, READ, Rapallini, n’t, people, Clyde, pubs, sport","Helensburgh, READ, Rapallini, n’t, people, Clyde, pubs, sport",It’s a worry right now.” READ MORE: Check out all the latest Helensburgh and Lomond news headlines here,It’s a worry right now.” READ MORE: Check out all the latest Helensburgh and Lomond news headlines here,19/03/2020,19/03/2020,no,News,CORONAVIRUS,no,Media
2044,Helensburgh Advertiser : Helensburgh and Lomond schools 'to close at end of the week',http://www.helensburghadvertiser.co.uk/news/18314800.helensburgh-lomond-schools-to-close-end-week/,108258,"Scottish, schools, school, Lomond, pupils, Sturgeon, Helensburgh, Health","Scottish, schools, school, Lomond, pupils, Sturgeon, Helensburgh, Health","She said there could be “a lot of local flexibility” with councils possibly approaching school closures differently, adding: “There will not necessarily be a one size fits all approach.” Argyll and Bute Council earlier said that all schools within the local authority area ""remain open at this stage"", but that is expected to change now in line with national guidance.","She said there could be “a lot of local flexibility” with councils possibly approaching school closures differently, adding: “There will not necessarily be a one size fits all approach.” Argyll and Bute Council earlier said that all schools within the local authority area ""remain open at this stage"", but that is expected to change now in line with national guidance.",19/03/2020,19/03/2020,no,News,CORONAVIRUS,no,Media
2045,Helensburgh Advertiser : Helensburgh's only cinema closes until further notice – with plea from managers,http://www.helensburghadvertiser.co.uk/news/18315470.helensburghs-cinema-closes-notice---plea-managers/,108259,"Centre, Tower, coronavirus, Submarine, Digital, Arts, Wednesday, Helensburgh","Centre, Tower, coronavirus, Submarine, Digital, Arts, Wednesday, Helensburgh","""Please be assured that all ticket holders for cancelled events have options on refunds and can contact info@TheTowerOnline.org however by not requesting a refund you would be making an exceptionally generous and much appreciated charitable donation to The Tower during these unprecedented times.","""Please be assured that all ticket holders for cancelled events have options on refunds and can contact info@TheTowerOnline.org however by not requesting a refund you would be making an exceptionally generous and much appreciated charitable donation to The Tower during these unprecedented times.",19/03/2020,19/03/2020,no,News,CORONAVIRUS,yes,Media
