id,title,url,web_archive_id,first_keywords_auto,last_keywords_auto,first_summary_auto,last_summary_auto,first_date_parsed,last_date_parsed,alive,type1,type2,keywords_processed,group
4127,Prospect : Coronavirus,https://www.prospectmagazine.co.uk/topics/coronavirus/,146434,"April, Brown, Sodha, Gordon, Dean, Simon, Bloomfield, Sonia","Gordon, Brazil, Bolsonaro, Brown, Jair, Tech, economy, world","Those clamouring for coalition should remember that Stefan Stern / April 4, 2020 We’re not going to be able to resist recreating the old world, in all its inhumanity, when the crisis lifts More from Prospect Philip Ball / March 24, 2020",He tells Jay Elwes why the US’s shocking failures on Covid-19 could have been avoided,2020-04-12,2021-11-25,no,News,CORONAVIRUS,"april,brown,sodha,gordon,dean,simon,bloomfield,sonia",Media
4128,"Week, The : Covid-19",https://www.theweek.co.uk/covid-19/,146435,"March, lockdown, SUBSCRIBE, Friday, people, Sections, Secondary, Looming","Policy, Privacy, shared, information, matters, March, storage, registration",Leaked email suggests US leader has sought medical aid from European and Asian partners Traffickers imposing containment measures amid criticism of government inaction The country’s death toll now exceeds that in China From the key symptoms of infection to main events of past 24 hours Chancellor tipped to offer self-employed 80% of their recent earnings - but with a lower cap than PAYE workers Antibody test could restore lives to a ‘semblance of pre-lockdown normality’ WHO boss warns that younger people are ‘not invincible’ as Covid-19 death toll climbs Your guide to the best columns and commentary on Wednesday 25 March,We will use the details you have shared to manage your newsletter subscription.,2020-03-29,2023-04-04,no,News,CORONAVIRUS,"march,lockdown,subscribe,friday,people,sections,secondary,looming",Media
4129,GlasgowWorld : Coronavirus,https://www.glasgowworld.com/health/coronavirus/,146436,"Covid, Coronavirus, Glasgow, Travel, Sign, East, Aug, Business","GlasgowWorld, fewer, ad-lite, subscription, ads, viewing, matters",The Wayback Machine - https://web.archive.org/web/20210818043610/https://www.glasgowworld.com/health/coronavirus News you can trust since {{ date }} {{hour}} {{temperature}}°C ≅ Sign in Edit Account Sign Out News Traffic and Travel Crime Politics Health Business Education People NationalWorld Read This Celtic Rangers Sport Motherwell FC Football Other Sport Home & Lifestyle Food and Drink Travel Homes and Gardens Cars Business What's On Arts and Entertainment Things To Do Your Glasgow Glasgow Carluke Cumbernauld Kirkintilloch Milngavie Motherwell East Dunbartonshire East Renfrewshire North Lanarkshire South Lanarkshire Opinion Advertise My Business Coronavirus 'Covid nails’ could be a sign of previous infection - the key symptoms to look f... Coronavirus Air purifiers and ultraviolet lights ‘to be installed in schools to combat sprea... Coronavirus Video shows how Covid spread through Glasgow’s neighbourhoods in 2021 News Three-quarters of adults have received both doses of Covid vaccine - how to book... Coronavirus Covid booster jabs will rollout to priority groups next month - who is eligible?,"Did you know with an ad-lite subscription to GlasgowWorld, you get 70% fewer ads while viewing the news that matters to you.",2021-08-18,2025-04-22,no,News,CORONAVIRUS,"covid,coronavirus,glasgow,travel,sign,east,aug,business",Media
4178,No more Roming,https://noroming.wordpress.com/,150085,"risk, things, children, risks, World, War, fun, long","risk, things, children, risks, World, War, fun, long","Well, my childhood was quite high on junk and rusty bits, but it’s exactly this balance of risk versus benefit that I’m currently finding impossible.","Well, my childhood was quite high on junk and rusty bits, but it’s exactly this balance of risk versus benefit that I’m currently finding impossible.",2020-08-10,2025-06-15,Yes,Blog,CORONAVIRUS,"risk,things,children,risks,world,war,fun,long",Media
4297,BBC News : Aberdeen Shell worker tests positive for Covid-19,https://www.bbc.co.uk/news/uk-scotland-north-east-orkney-shetland-51823338/,missing,"Aberdeen, Shell, health, cases, oil, worker, positive, Scotland","Aberdeen, Shell, positive, Published, health, worker, oil, Scotland","""Currently, all Shell UK offices are open and we have a robust cleaning programme which is proportionate to the current risk level.","""Currently, all Shell UK offices are open and we have a robust cleaning programme which is proportionate to the current risk level.",2020-03-14,2025-07-23,no,News,CORONAVIRUS,"aberdeen,shell,health,cases,oil,worker,positive,scotland",Media
4298,Coronavirus in Scotland - gov.scot ,https://www.gov.scot/coronavirus-covid-19/,missing,"Coronavirus, Scotland, December, March, advice, tests, Scottish, Health","Scotland, face, covid, covering, symptoms, NHS, stay, wear",Test results from Scotland are included in the overall UK figure.,"It is recommended that face coverings are made of cloth or other textiles and should be two, preferably three, layers thick in line with Worldwide Health Organisation’s recommendations.",2020-03-05,2025-07-27,no,Government,CORONAVIRUS,"coronavirus,scotland,december,march,advice,tests,scottish,health",Government
4299,Source: Coronavirus Archives,https://sourcenews.scot/tag/coronavirus/,missing,"government, Scottish, lobby, crisis, Sturgeon, emergency, wrong, incapable","Bell, public, Scotland, care, Sean, Direct, people, extending","On 2 March, following an emergency Cobra meeting, the First […] Has Sturgeon’s pivot come too late?","We’ve seen the power when people come together – when communities are shaped by us and for us, all done at a local level.” Willie Sullivan: Only real local democracy can rebuild our communities “It would appear that Police Scotland are more frightened of belligerent football fans than nonviolent anti-racist protestors.",2020-04-21,2024-07-25,no,News,CORONAVIRUS,"government,scottish,lobby,crisis,sturgeon,emergency,wrong,incapable",Media
4300,STV : Coronavirus,https://news.stv.tv/tag/coronavirus/,missing,"Scotland, SFA, SPFL, coronavirus, Tayside, case, confirmed, patient","Team, Archive, history, data, projects, digital, saving, websites",US-based Scots scientist Dr Kate Broderick hopes preventative jab can be tested on people in April.,"The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",2020-03-07,2023-06-07,no,News,CORONAVIRUS,"scotland,sfa,spfl,coronavirus,tayside,case,confirmed,patient",Media
4302,XpoNorth : Claim a grant through the coronavirus (COVID-19) Self-employment Income Support Scheme,https://xponorth.co.uk/resources/covid-19-coronavirus-resources,missing,"Fund, Scotland, support, creative, business, Coronavirus, advice, Commerce","Apr, Crawl, Common, Collection, COLLECTED, Web, success, TIMESTAMPS",- A parallel Screen Scotland Bridging Bursary Fund will provide similar one-off bursary support to self-employed screen sector workers - The Open Fund: Sustaining Creative Development will provide support for individuals and organisations to sustain their creative development in the coming months.,The Wayback Machine - https://web.archive.org/web/20240529151015/https://xponorth.co.uk/resources/covid-19-coronavirus-resources Please wait while your request is being verified...,2020-04-22,2024-05-29,no,Festival,CORONAVIRUS,"fund,scotland,support,creative,business,coronavirus,advice,commerce",Entertainment
4303,Citizens Advice Scotland : Coronavirus - what it means for you,https://www.citizensadvice.org.uk/scotland/health/coronavirus-what-it-means-for-you-s/,missing,"work, Coronavirus, ’re, government, NHS, advice, pay, Scottish","advice, Scottish, check, Scotland, travel, Find, government, Coronavirus","This fund pays out money to people in an emergency who have no other way of paying for what they need, such as food, gas or electricity.",The Scottish government advises that you: wear a face mask in some public places - check the Scottish government guidance on face coverings take care when meeting others - by meeting outside or opening windows clean hands and surfaces regularly stay at home if you have covid symptoms.,2020-03-31,2024-04-08,no,Government,CORONAVIRUS,"work,coronavirus,’re,government,nhs,advice,pay,scottish",Government
4304,Contact: Coronavirus: Information for families with disabled children,https://contact.org.uk/advice-and-support/coronavirus-information-for-families-with-disabled-children/,missing,"children, people, Coronavirus, government, child, education, home, care","disabled, coronavirus, Important, information, latest, children, family, free","If an alternative provision setting does have to close, the local authority must carry our safeguarding assessments for each child on a case-by-case basis and make appropriate arrangements.","You can also keep up-to-date with everything by signing up to What's new, our regular free e-newsletter.",2020-03-28,2021-02-28,no,Charity,CORONAVIRUS,"children,people,coronavirus,government,child,education,home,care",Government
4305,Find Business Support: Advice on the coronavirus (COVID-19) and business continuity concerns from Find Business Support,https://findbusinesssupport.gov.scot/coronavirus-advice/,missing,"Business, Government, rates, CBILS, March, Scheme, Interruption, businesses","businesses, Covid, Scottish, Government, sense, August, Scotland, advice",Business continuity Find important checklists explaining the steps you should be taking to prepare for potential disruption.,"Latest updates - The COVID Sense Signage Pilot allows businesses to download signs showing that protective measures are in place (04 August 2022) - Read the latest Scottish Government guidance for safer businesses and public settings (04 August 2022) - Advice for those who were on the Highest Risk List has been published by the Scottish Government (04 August 2022) - COVID-19 Economic Recovery Grant Scheme is now available to businesses in the Outer Hebrides (23 May 2022) - Interest-free business loans are available to businesses in all sectors and at all stages based in East Lothian (12 May 2022) - Free COVID-19 testing and the requirement to self-isolate has ended for most people in Scotland (3 May 2022) Sign up for email updates Join our mailing list for the latest updates, including advice on coronavirus (COVID-19), funding, net zero and international trade for businesses in Scotland.",2020-03-23,2022-08-12,no,Business,Coronavirus,"business,government,rates,cbils,march,scheme,interruption,businesses",Media
4306,One Parent Families Scotland: OPFS services during the Coronavirus period,https://opfs.org.uk/get-involved/news-and-events/news/preparing-for-the-coronavirus/,missing,"Coronavirus, Information, children, parents, support, Government, OPFS, Monday","Coronavirus, Information, support, Government, children, local, parents, OPFS","In addition announcements will also be made on the OPFS Facebook pages for Dundee, Edinburgh, Falkirk, Glasgow and Lanarkshire if there are any updates.","In addition announcements will also be made on the OPFS Facebook pages for Dundee, Edinburgh, Falkirk, Glasgow and Lanarkshire if there are any updates.",2020-04-12,2025-04-20,no,Charity,CORONAVIRUS,"coronavirus,information,children,parents,support,government,opfs,monday",Government
4307,VisitScotland.org : Coronavirus (COVID-19) support and information,https://www.visitscotland.org/supporting-your-business/advice/coronavirus,missing,"China, travel, Visitors, Scotland, Chinese, advice, situation, support","webinar, Published, Questions, coronavirus, asked, tourism, information, Government",This page will be updated on a regular basis once new information is made available so that tourism businesses can support current and future visitors with the most up to date advice.,Coronavirus (COVID-19): what you need to do www.gov.uk/coronavirusOfficial advice from the UK Government.,2020-02-21,2023-05-12,no,Business,Coronavirus,"china,travel,visitors,scotland,chinese,advice,situation,support",Media
4308,Young Scot : Coronavirus,https://young.scot/campaigns/national/coronavirus,missing,"Coronavirus, Informed, Wellbeing, health, External, feel, Information, feelings","Coronavirus, External, Informed, Wellbeing, information, Find, outbreak, Scotland","Health and Wellbeing - External Young Scot's TikTok Handwashing Tutorial Each step, on both hands, for 20 seconds!","Rights and Identity - Get Informed Who to Contact in Scotland if You Need Support During the Coronavirus (COVID-19) Outbreak Find out who to contact for support with a range of issues including coronavirus, mental health, domestic abuse and more.",2020-03-17,2022-11-29,no,Government,CORONAVIRUS,"coronavirus,informed,wellbeing,health,external,feel,information,feelings",Government
4309,BBC News : Coronavirus labs to begin testing in Scotland,https://www.bbc.co.uk/news/uk-scotland-51436102,missing,"Scotland, virus, testing, positive, Royal, Infirmary, England, people","Scotland, virus, Health, people, positive, Published, England, Coronavirus","Until now, all samples taken from people suspected of having the virus in Scotland had been sent to England.","Until now, all samples taken from people suspected of having the virus in Scotland had been sent to England.",2020-02-10,2022-12-08,no,News,CORONAVIRUS,"scotland,virus,testing,positive,royal,infirmary,england,people",Media
4315,University of Edinburgh : Coronavirus (Covid-19),https://www.ed.ac.uk/news/covid-19,missing,"University, Health, students, advice, NHS, March, Statement, Peter","Team, Archive, history, data, projects, digital, saving, websites",Additional advice for staff regarding absence from work during the Coronavirus outbreak and for Chinese staff who have time-limited leave to remain in the UK and others who are normally resident in China.,"The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",2020-03-12,2023-11-07,no,Education,CORONAVIRUS,"university,health,students,advice,nhs,march,statement,peter",Knowledge
4316,University of Glasgow : Coronavirus: information for students and staff,https://www.gla.ac.uk/myglasgow/news/coronavirus/,missing,"STUDENTS, University, TUESDAY, MARCH, UPDATE, home, information, teaching","Work, wellbeing, community, support, UofG, Includes, students, including","However, we are committed to ensuring that all students can complete their academic programme and graduate or progress on time.","Work, wellbeing and support for the whole UofG community.",2020-03-17,2020-10-20,no,Education,CORONAVIRUS,"students,university,tuesday,march,update,home,information,teaching",Knowledge
4329,Age Concern. Information advice. Health and Wellbeing.Coronovirus,https://www.ageuk.org.uk/scotland/information-advice/health-and-wellbeing/coronavirus/,missing,"people, simple, effective, advice, things, reduce, risk, catching","advice, Scotland, latest, older, Age, safe, coronavirus, Phone",Want to know how you can help older people in your family or neighbouring area?,Age Scotland has compiled advice for older people and their families on the latest coronavirus guidance and what we can all do to help each other stay safe.,2020-03-21,2023-11-30,no,Charity,CORONAVIRUS,"people,simple,effective,advice,things,reduce,risk,catching",Government
4330,Business Gateway: Guidance for business owners in Scotland on Coronavirus (COVID – 19),https://www.bgateway.com/news/guidance-for-business-owners-in-scotland-on-coronavirus-covid-19,missing,"Coronavirus, business, Read, Government, support, March, Scottish, COVID","Government, Coronavirus, Read, Scottish, business, March, support, businesses",Read: The Scottish Government has published its plan on how it will respond to a Coronavirus (COVID – 19) outbreak in Scotland.,Read: The Scottish Government has published its plan on how it will respond to a Coronavirus (COVID – 19) outbreak in Scotland.,2020-03-29,2025-04-19,no,Business,CORONAVIRUS,"coronavirus,business,read,government,support,march,scottish,covid",Media
4331,Cairngorm National Park : COVID-19,https://cairngorms.co.uk/working-together/covid-19-coronavirus-update/,missing,"CNPA, Planning, Scottish, information, Coronavirus, Committee, Scotland, advice","CNPA, Planning, Scottish, SCOTLAND, information, Coronavirus, Committee, advice","CNPA staff have ceased all site visits and field work, however we recognise that some fieldwork may be connected to essential activities in forestry or farm management.","CNPA staff have ceased all site visits and field work, however we recognise that some fieldwork may be connected to essential activities in forestry or farm management.",2020-04-21,2020-05-18,no,Executive NDPB,CORONAVIRUS,"cnpa,planning,scottish,information,coronavirus,committee,scotland,advice",Government
4337,Edinburgh Airport : Coronavirus,https://www.edinburghairport.com/pages/coronavirus-passenger-information/,missing,"Passenger, Information, advice, Coronavirus, health, Edinburgh, Airport, HPS","booking, airport, Information, Edinburgh, amend, travel, guidance, health",There has been no request to introduce temperature checks or screen at Edinburgh or any other Scottish airport as the advice does not deem it necessary at this time – we will of course facilitate any change in advice.,"For those who have made their booking via a third party, they must be contacted in the first instance with any queries.",2020-03-09,2020-06-07,no,Transport,CORONAVIRUS,"passenger,information,advice,coronavirus,health,edinburgh,airport,hps",Government
4338,Edinburgh Trams : A Change to Our Service,https://edinburghtrams.com/news/change-our-service/,missing,"Sunday, March, Place, Airport, York, Edinburgh, tram, Trams","Sunday, March, Place, Airport, York, Edinburgh, tram, Trams","For up to date travel information please see our website, TfE app, social media or customers can use the Help button on tram stops.","For up to date travel information please see our website, TfE app, social media or customers can use the Help button on tram stops.",2020-03-25,2022-11-26,no,Transport,CORONAVIRUS,"sunday,march,place,airport,york,edinburgh,tram,trams",Government
4339,Edinburgh Trams : Coronavirus - Changes to our On Board Service,https://edinburghtrams.com/news/coronavirus-changes-our-board-service/,missing,"ticket, board, priority, coronavirus, team, customer, colleagues’, safety","ticket, Inspector, priority, coronavirus, customer, colleagues’, safety, number",We have enhanced our already rigorous cleaning process by using a stronger grade disinfectant throughout the trams with particular attention paid to frequently touched points such as poles and doors.,We have enhanced our already rigorous cleaning process by using a stronger grade disinfectant throughout the trams with particular attention paid to frequently touched points such as poles and doors.,2020-04-03,2022-06-29,no,Transport,CORONAVIRUS,"ticket,board,priority,coronavirus,team,customer,colleagues’,safety",Government
4340,Education Scotland  : coronavirus,https://education.gov.scot/education-scotland/news-and-events/,missing,"Attainment, Scotland, Scottish, February, Challenge, March, ELC, Funding","Team, Archive, history, data, projects, digital, saving, websites",24 January 2020 Education Scotland is now accepting seminar proposals for the Scottish Learning Festival 2020 conference programme which will feature around 100 seminars over two days.,"The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",2020-03-13,2023-05-29,no,Agency,CORONAVIRUS,"attainment,scotland,scottish,february,challenge,march,elc,funding",Government
4344,Glasgow Prestwick : Passenger Information – Coronavirus (Covid-19),https://www.glasgowprestwick.com/passenger-information-coronavirus-covid-19/,missing,"Travel, Foreign, Office, Coronavirus, advice, Glasgow, Prestwick, Airport","Travel, Foreign, Office, Coronavirus, advice, Glasgow, Prestwick, Airport","British travellers currently abroad need to take account of the fast moving situation and plan accordingly, while flights remain available in many places.","British travellers currently abroad need to take account of the fast moving situation and plan accordingly, while flights remain available in many places.",2020-04-23,2022-11-26,no,Transport,CORONAVIRUS,"travel,foreign,office,coronavirus,advice,glasgow,prestwick,airport",Government
4345,Health Protection Scotland (Covid 19),https://www.hps.scot.nhs.uk/a-to-z-of-topics/covid-19/,missing,"February, Guidance, updated, March, advice, health, December, City","Jun, Template, Administration, Case, definition, guidance, Patient, Group",Always check this website to ensure that any guidance you are using is the latest version.,"- COVID-19 compendium 01 Jul 2021 - Patient Group Direction Template: Administration of COVID-19 mRNA Vaccine BNT162b2 Pfizer/BioNTech 28 Jun 2021 - COVID-19 - Information and guidance for care home settings 24 Jun 2021 - Rapid Review of the literature: Assessing the infection prevention and control measures for the prevention and management of COVID-19 in healthcare settings 11 Jun 2021 - Enhanced Surveillance of COVID-19 in Scotland - dental asymptomatic surveillance protocol 25 May 2021 - Patient Group Direction Template: Administration of AstraZeneca COVID-19 Vaccine (ChAdOx1-S [Recombinant]) 24 May 2021 - Patient Group Direction Template: Administration of COVID-19 Vaccine Moderna dispersion for injection 24 May 2021 - SBAR: Assessing the evidence base for medical procedures which create a higher risk of respiratory infection transmission from patient to healthcare worker 14 May 2021 - COVID-19 - contact tracing: health protection team guidance 29 Apr 2021 - COVID-19 - information and guidance for social, community and residential care settings 16 Apr 2021",2020-03-06,2021-07-06,no,Health,CORONAVIRUS,"february,guidance,updated,march,advice,health,december,city",Knowledge
4358,Helping commiunities affected by covid-19,https://www.gov.scot/news/helping-communities-affected-by-covid-19/,missing,"million, people, fund, local, affected, Helping, support, communities","million, people, fund, local, affected, support, communities, funding","Where people and organisations have solutions or ideas, I want to hear them.” “Unless we work with local partners the impact of our investment will not be felt by those that need it most.","Where people and organisations have solutions or ideas, I want to hear them.” “Unless we work with local partners the impact of our investment will not be felt by those that need it most.",2020-03-19,2025-06-15,no,Health,CORONAVIRUS,"million,people,fund,local,affected,helping,support,communities",Knowledge
4359,Highlands and Islands Airports Limited / Puirt-adhair na Gàidhealtachd is nan Eilean Earranta : Coronavirus – changes to airport opening hours,https://www.hial.co.uk/whats-hot/coronavirus-changes-to-airport-opening-hours/,missing,"Monday, airport, Friday, Sunday, Saturday, checking, airports, updates","Monday, airport, Friday, Sunday, Saturday, checking, airports, updates","Therefore, with effect from Monday 23rd March 2020, the opening times at the following airports will change to: Barra Airport Monday to Friday: 11.00 – 15.00 Saturday: 10.30 – 15.30 Sunday: 11.00 – 12.15 Keep checking Barra page for further updates.","Therefore, with effect from Monday 23rd March 2020, the opening times at the following airports will change to: Barra Airport Monday to Friday: 11.00 – 15.00 Saturday: 10.30 – 15.30 Sunday: 11.00 – 12.15 Keep checking Barra page for further updates.",2020-04-02,2020-10-23,no,Transport,CORONAVIRUS,"monday,airport,friday,sunday,saturday,checking,airports,updates",Government
4360,Highlands and Islands Airports Limited / Puirt-adhair na Gàidhealtachd is nan Eilean Earranta : Highlands and Islands Airports – Coronavirus contingency arrangements,https://www.hial.co.uk/whats-hot/highlands-and-islands-airports-coronavirus-contingency-arrangements/,missing,"HIAL, health, continue, services, staff, lifeline, Public, industry","HIAL, health, continue, services, staff, lifeline, Public, industry",Details of any amendment to airport opening times will be detailed on the HIAL website.,Details of any amendment to airport opening times will be detailed on the HIAL website.,2020-04-02,2020-12-05,no,Transport,CORONAVIRUS,"hial,health,continue,services,staff,lifeline,public,industry",Government
4361,Highlands and Islands Airports Limited / Puirt-adhair na Gàidhealtachd is nan Eilean Earranta : Passenger Information – Coronavirus,https://www.hial.co.uk/passenger-information-coronavirus/,missing,"Monday, airport, Friday, Sunday, Saturday, checking, Minister, updates","December, Minister, Prime, Transport, Scotland, airports, continue, essential","Dundee Airport With immediate effect, Dundee Airport is closed, but will be available for emergency flights only: Sunday to Friday: 09:00 – 21:00 Saturday: 09:00 – 16:00 Please call 01382 662220 – at least 1 hour’s notice is required to get appropriate staffing in place for any movement.",Details of any amendment to airport opening times will be detailed on each airports website:,2020-04-02,2021-03-07,no,Transport,CORONAVIRUS,"monday,airport,friday,sunday,saturday,checking,minister,updates",Government
4362,Highlands and Islands Enterprise : Coronavirus,https://www.hie.co.uk/support/browse-all-support-services/covid19/,missing,"support, communities, businesses, Highlands, Scottish, Islands, Government, sector","Apr, Error, Oct, Collection, Save, Machine, JUN, COLLECTED",All of this carries huge financial implications and challenges greater than any we’ve seen in many decades.,The Wayback Machine - https://web.archive.org/web/20230618114856/https://www.hie.co.uk/support/browse-all-support-services/covid19/ Error 500 Something appears to have gone wrong.,2020-04-25,2023-06-18,no,Executive NDPB,CORONAVIRUS,"support,communities,businesses,highlands,scottish,islands,government,sector",Government
4365,Housing Regulator. Regulator makes immediate changes to its regulatory approach in response to Coronavirus,https://www.housingregulator.gov.scot/about-us/news/regulator-makes-immediate-changes-to-its-regulatory-approach-in-response-to-coronavirus,missing,"Coronavirus, landlords, impact, pandemic, Scottish, service, Engagement, Government","Coronavirus, landlords, impact, pandemic, Scottish, service, Engagement, Government",Please contact your Engagement Plan lead if you have any questions on this.,Please contact your Engagement Plan lead if you have any questions on this.,2022-11-09,2024-10-04,no,Government,CORONAVIRUS,"coronavirus,landlords,impact,pandemic,scottish,service,engagement,government",Government
4369,Loch Lomand & the Trossachs National Park,https://www.lochlomond-trossachs.org/park-authority/covid-19-coronavirus/,missing,"National, Park, Coronavirus, facilities, visitor, closed, follow, stay","Team, Archive, history, data, projects, digital, saving, websites","While contingency plans have been put in place across the organisation, some changes to ways of working are being made.","The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",2020-04-14,2024-06-23,no,Executive NDPB,CORONAVIRUS,"national,park,coronavirus,facilities,visitor,closed,follow,stay",Government
4371,Loganair : Coronavirus - Covid 19,https://www.loganair.co.uk/campaign/coronavirus-covid-19,missing,"Covid, travel, customers, Coronavirus, booking, Loganair, General, Date","Covid, travel, customers, Coronavirus, booking, Loganair, General, Date","Please note, our cabin service has been temporarily suspended so as to eliminate extraneous interaction between people.","Please note, our cabin service has been temporarily suspended so as to eliminate extraneous interaction between people.",2020-04-15,2020-04-24,no,Transport,CORONAVIRUS,"covid,travel,customers,coronavirus,booking,loganair,general,date",Government
4372,Loganair : Covid-19: Change Your Booking,https://www.loganair.co.uk/campaign/change-booking-covid-19,missing,"Change, Simply, Log-in, Booking, flights, fare, Loganair, make","Change, Simply, Log-in, Booking, flights, fare, June, Loganair",Any additional balance due will be calculated and shown your shopping basket once selected.,"- Once logged in, navigate to the ""change flight"" tab, then select your new flights.",2020-04-11,2021-05-11,no,Transport,CORONAVIRUS,"change,simply,log-in,booking,flights,fare,loganair,make",Government
4373,Loganair : Place booking on hold,https://www.loganair.co.uk/holdbooking,missing,"Booking, Hold, on-hold, Place, travel, dates, temporarily, customers","Agent, travelling, change, amend, booking, alternative, government, introduces","Place Booking On Hold For customers with bookings for travel prior to 31 May who wish to change their booking, but do not yet know their future travel dates, you may place your booking temporarily ""on-hold"".","There will be no change fee levied, though a difference in fare may apply depending on your choice of flights and dates.",2020-04-11,2021-05-11,no,Transport,CORONAVIRUS,"booking,hold,on-hold,place,travel,dates,temporarily,customers",Government
4375,Lothiancountry : Reduction in Lothiancountry services,https://lothiancountry.co.uk/reduction-in-lothiancountry-services/,missing,"March, Thursday, Commissioner, Edinburgh, West, Traffic, Lothiancountry, service","March, Thursday, Commissioner, Edinburgh, West, Traffic, Lothiancountry, service","We would encourage customers to plan their journeys in advance using our mobile app or website and follow our social media channels for updates.” The Lothian app offers journey planning tools and real-time service updates, all integrated with Google Maps.","We would encourage customers to plan their journeys in advance using our mobile app or website and follow our social media channels for updates.” The Lothian app offers journey planning tools and real-time service updates, all integrated with Google Maps.",2020-08-15,2020-08-15,no,Transport,CORONAVIRUS,"march,thursday,commissioner,edinburgh,west,traffic,lothiancountry,service",Government
4376,McGill's : Important Service Information - Coronavirus,http://www.mcgillsbuses.co.uk/news/important-service-information-coronavirus.aspx,missing,"Buy, m-ticket, Gift, account, school, McGill, mobile, send","Buy, m-ticket, Gift, account, school, McGill, mobile, send","Gift your m-ticket Buy a McGill's m-ticket on your mobile and send on to your kids account, just in time for school!","Gift your m-ticket Buy a McGill's m-ticket on your mobile and send on to your kids account, just in time for school!",2020-04-27,2020-12-02,no,Transport,CORONAVIRUS,"buy,m-ticket,gift,account,school,mcgill,mobile,send",Government
4378,National Express : Coronavirus (COVID-19) - Latest information,https://www.nationalexpress.com/en/help/coronavirus/,missing,"ticket, April, travel, Sunday, services, Season, Government, Tickets","page, services, information, government, ticket, guidance, January, safety","However, as more people rightly stay at home, we have decided to temporarily suspend all services from 23:59 on Sunday 5 April.",If your service is affected you can obtain a full refund by using our contact us page to get in touch.,2020-04-02,2021-02-21,no,Transport,CORONAVIRUS,"ticket,april,travel,sunday,services,season,government,tickets",Government
4379,National Rail Enquiries : Coronavirus Travel Advice,https://www.nationalrail.co.uk/stations_destinations/coronavirus.aspx,missing,"public, advice, health, coronavirus, latest, Monday, people, trains","Travel, trains, Advice, train, Thursday, cleaning, rail, services","- Doing more to ensure that surfaces are being kept clean at stations, particularly in busy locations such as handrails and ticket machine touch screens.","New timetables will focus on known peak travel times to provide trains for key workers, school pupils and those who cannot work from home.",2020-03-17,2023-02-24,no,Transport,CORONAVIRUS,"public,advice,health,coronavirus,latest,monday,people,trains",Government
4384,Northlink Ferries : Coroanvirus (COVID-19),https://www.northlinkferries.co.uk/coronavirus-covid-19/,missing,"travel, Government, April, passengers, ferries, service, islands, guidance","June, travel, Important, passengers, information, full, symptoms, phone","We know you may have more questions, so please visit www.northlinkferries.co.uk which is constantly being updated with the very latest information and advice.","- On Hjaltland & Hrossey (Aberdeen – Kirkwall – Lerwick), passengers without cabin accommodation are encouraged to book a sleeping pod or reclining seat.",2020-04-06,2025-03-20,no,Transport,CORONAVIRUS,"travel,government,april,passengers,ferries,service,islands,guidance",Government
4385,P&O Ferries : Coronavirus,http://www.poferries.com/en/coronavirus/,missing,"travel, essential, schedule, Hull, optimised, Freight, FERRIES, Zeebrugge","Netherlands, August, Ireland, update, France, travellers, March, travel","- All hand sanitiser stations are topped up and working effectively - All handwashing and drying facilities are in good working order - A focus on sanitising all hand contact areas, including (but not limited to) light switches, door handles, and table tops - Potential isolation areas have been identified should they be required - Ship’s air circulation system will be on 100% fresh air where possible - No unwrapped food items, e.g. sugar cubes, to be available - Posters on board to highlight best hygiene practices","To find out more about specific testing requirements for either France, Netherlands or Ireland, click on the relevant travel restriction box below.",2020-03-21,2025-02-25,no,Transport,CORONAVIRUS,"travel,essential,schedule,hull,optimised,freight,ferries,zeebrugge",Government
4387,Quality Meat Scotland : coronavirus update,https://www.qmscotland.co.uk/qms-coronavirus-update,missing,"QMS, Coronavirus, Prime, Minister, industry, Scottish, assessment, members","QMS, Coronavirus, industry, Prime, Minister, Scottish, Government, March","- All routine, face-to-face assessments to Processors, Auction Marts, Hauliers, Pig and Cattle & Sheep farms will cease from 5.00pm on Wednesday 18th March 2020 for a minimum period of 1 month.","In doing so, we can continue to Develop, Support, Promote and Protect the red meat industry through these unprecedented times.",2020-03-30,2023-05-27,no,Executive NDPB,CORONAVIRUS,"qms,coronavirus,prime,minister,industry,scottish,assessment,members",Government
