id,title,url,web_archive_id,first_keywords_auto,last_keywords_auto,first_summary_auto,last_summary_auto,first_date_parsed,last_date_parsed,alive,type1,type2,COVID (add yes/ no)
1544,BBC News : Coronavirus: Wales v Scotland Six Nations match called off,https://www.bbc.co.uk/news/uk-wales-51870825/,107554,"Scotland, league, people, Nations, match, Welsh, postponed, Coronavirus","March, league, Nations, match, people, Welsh, postponed, Published","""All patients are being managed in clinically appropriate settings based on the assessment of a specialist infectious disease consultant,"" said Dr Robin Howe, PHW incident director.","""All patients are being managed in clinically appropriate settings based on the assessment of a specialist infectious disease consultant,"" said Dr Robin Howe, PHW incident director.",13/03/2020,08/03/2024,no,News,CORONAVIRUS,no
1547,BBC News : Coronavirus: Scottish football suspended until further notice,https://www.bbc.co.uk/sport/football/51858736/,107557,"Scottish, SPFL, clubs, League, football, Uefa, Coronavirus, notice","Scottish, SPFL, Published, clubs, League, suspended, football, Uefa","SPFL chief executive Doncaster had previously warned of ""dire financial consequences"" for clubs if matches were to take place without fans.","SPFL chief executive Doncaster had previously warned of ""dire financial consequences"" for clubs if matches were to take place without fans.",13/03/2020,24/03/2025,no,News,CORONAVIRUS,no
1548,"BBC News : Titles, tickets & finances - what happens next in Scottish football?",https://www.bbc.co.uk/sport/football/51872244/,107558,"Scottish, games, season, clubs, football, SPFL, Scotland, League","Scottish, games, season, clubs, SPFL, Scotland, League, football","Scotland's Euro 2020 play-off semi-final against Israel at Hampden on 26 March is in significant doubt and the tournament itself could be moved to next summer, delayed or even cancelled altogether.","""There will be directors in boardrooms now stripping out cash that may have been projected from next Monday.",13/03/2020,23/07/2025,no,News,CORONAVIRUS,no
1550,BBC News : SPFL players self-isolating with symptoms,https://www.bbc.co.uk/sport/football/51876638/,107560,"Inverness, Caledonian, Thistle, Coronavirus, Scottish, self-isolation, symptoms, player","Inverness, Coronavirus, Scottish, Stenhousemuir, self-isolation, Caledonian, Thistle, player","SPFL chief executive Neil Doncaster said it was ""neither realistic nor possible"" to continue with games.","However, all matches were postponed earlier on Friday amid the outbreak, with SPFL chief executive Neil Doncaster saying it was ""neither realistic nor possible"" to continue with games.",13/03/2020,24/05/2021,no,News,CORONAVIRUS,yes
1551,BBC News : Coronavirus: Scottish football faces 'incredible financial turmoil' - Mulraney,https://www.bbc.co.uk/sport/football/51878694/,107561,"Scottish, Alan, football, Burrows, clubs, clarity, Motherwell, SPFL","Mulraney, Scottish, faces, Mike, financial, football, clubs, incredible","""For everybody's sake, I think we need some clear decisions on things like dates and any legislation so that clubs can start to manage the situation.","""For everybody's sake, I think we need some clear decisions on things like dates and any legislation so that clubs can start to manage the situation.",13/03/2020,24/05/2021,no,News,CORONAVIRUS,no
1552,BBC News : Six Nations: Wales v Scotland off because of coronavirus,https://www.bbc.co.uk/sport/rugby-union/51853907/,107562,"Wales, Nations, Welsh, Rugby, Wales', Saturday, football, Scotland","Rugby, Nations, Welsh, Published, Wales', Scotland, April, game","Several sports have been severely disrupted, with all Premier League and EFL football matches suspended until 3 April.","Several sports have been severely disrupted, with all Premier League and EFL football matches suspended until 3 April.",13/03/2020,04/12/2024,no,News,CORONAVIRUS,no
1553,BBC News : Coronavirus: Shinty & hockey in Scotland off & Kelso behind closed doors,https://www.bbc.co.uk/sport/scotland/51875281/,107563,"Scotland, Scottish, hockey, Shinty, Coronavirus, closed, doors, Kelso","Scotland, Scottish, hockey, Shinty, Coronavirus, closed, doors, Kelso","The BHA have ""contingency plans"" in place and are ""currently considering a range of options"".","The BHA have ""contingency plans"" in place and are ""currently considering a range of options"".",13/03/2020,15/08/2022,no,News,CORONAVIRUS,yes
1701,Glasgow Times : Coronavirus: UK health minister Nadine Dorries tests positive,http://www.glasgowtimes.co.uk/news/18296767.coronavirus-uk-health-minister-nadine-dorries-tests-positive/,107790,"Health, Dorries, people, virus, Minister, attended, positive, coronavirus","Health, Dorries, people, virus, Minister, attended, positive, coronavirus",On Thursday she attended a Downing Street event hosted by Mr Johnson to mark International Women’s Day.,On Thursday she attended a Downing Street event hosted by Mr Johnson to mark International Women’s Day.,13/03/2020,13/03/2020,no,News,CORONAVIRUS,yes
2089,"Inverness Courier, The : Coronavirus",https://www.inverness-courier.co.uk/news/coronavirus/,108331,"Inverness, Shinty, indefinitely, coronavirus, season, suspended, SCOTTISH, Court","Covid, Highland, Nairn, NHS, community, Inverness, delivered, Highlanders","Eden Court Theatre in Inverness is continuing to stage its programme of live performances, cinema screenings and classes, it has announced.","During this unprecedented time, many readers may not be in a position to go out and purchase their weekly newspaper, however, help is at hand.",13/03/2020,19/04/2025,no,News,CORONAVIRUS,yes
4340,Education Scotland  : coronavirus,https://education.gov.scot/education-scotland/news-and-events/,missing,"Attainment, Scotland, Scottish, February, Challenge, March, ELC, Funding","Team, Archive, history, data, projects, digital, saving, websites",24 January 2020 Education Scotland is now accepting seminar proposals for the Scottish Learning Festival 2020 conference programme which will feature around 100 seminars over two days.,"The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",13/03/2020,29/05/2023,no,Agency,CORONAVIRUS,no
1535,BBC News : Coronavirus: £320m rescue package for business from Scottish government,https://www.bbc.co.uk/news/uk-scotland-51889013/,107545,"Scottish, rescue, package, April, Kate, business, relief, Forbes","Scottish, businesses, business, government, Scotland, support, April, rescue","During the 2020-21 financial year, business will be boosted with: - 75% rates relief for retail, hospitality and leisure sectors with a rateable value of less than £69,000 from 1 April 2020 - £80m fund to provide grants of at least £3,000 to small businesses in sectors facing the worst economic impact of Covid-19 - 1.6% rates relief for all properties across Scotland, effectively reversing the planned below inflation uplift in the poundage from 1 April 2020 - Fixed rates relief of up to £5,000 for all pubs with a rateable value of less than £100,000 from 1 April 2020 The finance secretary will also write to all local authorities urging them to respond positively to requests from ratepayers for payment deferrals for a fixed period.","Tracy Black - CBI Scotland ""These are substantive steps from the Scottish government that will be hugely welcomed by business.",14/03/2020,22/07/2025,no,News,CORONAVIRUS,no
1536,BBC News : Coronavirus: Confirmed Scottish cases rise to 121,https://www.bbc.co.uk/news/uk-scotland-51889733/,107546,"Scotland, Scottish, NHS, people, Coronavirus, Confirmed, University, Glasgow","Scottish, Scotland, March, NHS, people, Published, Coronavirus, Confirmed","They reported a rush to buy all food including toilet rolls, frozen goods, store cupboard essentials, snacks and even cat litter.","They reported a rush to buy all food including toilet rolls, frozen goods, store cupboard essentials, snacks and even cat litter.",14/03/2020,15/10/2022,no,News,CORONAVIRUS,yes
1543,BBC News : Coronavirus effects on the markets - the week of economic contagion,https://www.bbc.co.uk/news/uk-scotland-scotland-business-51888442/,107553,"week, markets, Brexit, European, big, virus, market, Budget","week, March, markets, Brexit, European, big, market, Budget","And students are being told to go home, sucking their spending power out of the diverse business districts that grow up around universities.","And students are being told to go home, sucking their spending power out of the diverse business districts that grow up around universities.",14/03/2020,19/01/2024,no,News,CORONAVIRUS,no
1545,BBC News : Coronavirus: Scotland's one-day internationals with USA & UAE postponed,https://www.bbc.co.uk/sport/cricket/51872240/,107555,"USA, Scotland, UAE, internationals, one-day, Cricket, Coronavirus, postponed","USA, Scotland, UAE, internationals, one-day, Cricket, Coronavirus, postponed",Coronavirus: Scotland's one-day internationals with USA & UAE postponed - From the section Cricket Scotland's planned one-day internationals with USA and UAE next month has been postponed because of the coronavirus outbreak.,Coronavirus: Scotland's one-day internationals with USA & UAE postponed Last updated on .From the section Cricket Scotland's planned one-day internationals with USA and UAE next month has been postponed because of the coronavirus outbreak.,14/03/2020,14/03/2023,no,News,CORONAVIRUS,yes
1559,Scottish Rugby : Scottish Rugby confirms major public health push at Six Nations matches,https://www.scottishrugby.org/news/scottish-rugby-confirms-major-public-health-push-at-6-nations-matches/,107569,"Scottish, Scotland, Rugby, health, Nations, NHS, public, staff","Scottish, Scotland, Rugby, health, Nations, NHS, public, staff","Dominic McKay, Scottish Rugby's Chief Operating Officer, said: “We have been working closely with the Scottish Government and can confirm that the Six Nations Scotland v France men’s, women’s and U20 matches remain scheduled to be played this weekend.","Dominic McKay, Scottish Rugby's Chief Operating Officer, said: “We have been working closely with the Scottish Government and can confirm that the Six Nations Scotland v France men’s, women’s and U20 matches remain scheduled to be played this weekend.",14/03/2020,20/05/2022,no,Sport,CORONAVIRUS,no
1633,Clydebank Post : Coronavirus in Scotland LIVE: 60 confirmed COVID-19 cases in Scotland,https://www.clydebankpost.co.uk/news/18300230.coronavirus-scotland-live-60-confirmed-covid-19-cases-scotland/,107716,,"Scotland, LIVE, Good, confirmed, cases, Coronavirus, Glasgow, Times",,#NAME?,14/03/2020,14/03/2020,no,News,CORONAVIRUS,yes
1706,Glasgow Times : Charity hits out at lack of coronavirus advice for people with underlying health conditions,http://www.glasgowtimes.co.uk/news/18297405.charity-hits-lack-coronavirus-advice-people-health-conditions/,107795,"Scottish, advice, conditions, Foundation, underlying, general, population, specific","Scottish, advice, conditions, Foundation, underlying, general, population, specific",In response the Scottish Government said it actively working to prepare bespoke advice for vulnerable groups including any additional steps which should be taken.,In response the Scottish Government said it actively working to prepare bespoke advice for vulnerable groups including any additional steps which should be taken.,14/03/2020,14/03/2020,no,News,CORONAVIRUS,no
1733,Glasgow Times : Care homes in Glasgow restricting visitors in a bid to protect residents from COVID-19,http://www.glasgowtimes.co.uk/news/18302496.care-homes-glasgow-restricting-visitors-bid-protect-residents-covid-19/,107827,"homes, visits, Care, residents, Glasgow, non-essential, Coronavirus, Barchester","homes, visits, Care, residents, Glasgow, non-essential, Coronavirus, Barchester",READ MORE: Rangers vs Celtic: Fans warned to stay away if you have coronavirus symptoms A spokesman said for HC-One said: “We have established hand washing stations in the reception areas of all homes and installed additional prominent signage regarding handwashing and other advice throughout.,READ MORE: Rangers vs Celtic: Fans warned to stay away if you have coronavirus symptoms A spokesman said for HC-One said: “We have established hand washing stations in the reception areas of all homes and installed additional prominent signage regarding handwashing and other advice throughout.,14/03/2020,22/07/2025,no,News,CORONAVIRUS,yes
1734,Glasgow Times : Dr Punam Krishan: More now than ever it’s vital for smokers to quit,http://www.glasgowtimes.co.uk/news/18302507.dr-punam-krishan-now-ever-vital-smokers-quit/,107828,"smoking, health, Scotland, coronavirus, quit, n’t, lungs, service","smoking, health, Scotland, coronavirus, quit, n’t, lungs, service","Smoking is one our greatest societal challenges as it remains the biggest single preventable cause of ill-health, disability and early death in Scotland.","Smoking is one our greatest societal challenges as it remains the biggest single preventable cause of ill-health, disability and early death in Scotland.",14/03/2020,28/03/2020,no,News,CORONAVIRUS,yes
1736,Glasgow Times : Coronavirus: NHS ‘needs more beds to cope’,http://www.glasgowtimes.co.uk/news/18303263.coronavirus-nhs-needs-beds-cope/,107830,"Schools, close, Freeman, beds, Sturgeon, health, plans, advice","Schools, close, Freeman, beds, Sturgeon, health, plans, advice","She said: “I’m not going to second guess what decisions other leaders in other countries are taking.” The First Minister added: “It is not the advice right now that schools should close, or indeed colleges or universities.","She said: “I’m not going to second guess what decisions other leaders in other countries are taking.” The First Minister added: “It is not the advice right now that schools should close, or indeed colleges or universities.",14/03/2020,09/04/2020,no,News,CORONAVIRUS,no
1737,Glasgow Times : Country to Country Hydro event cancelled due to Coronavirus fears,http://www.glasgowtimes.co.uk/news/18303355.country-country-hydro-event-cancelled-due-coronavirus-fears/,107831,"country, due, MAJOR, Hydro, Glasgow, festival, today, place","country, due, MAJOR, Hydro, Glasgow, festival, today, place","""Thank you all for your understanding and patience at this very difficult time.","""Thank you all for your understanding and patience at this very difficult time.",14/03/2020,02/04/2020,no,News,CORONAVIRUS,no
1739,Glasgow Times : Popular foodie event in Glasgow to go cashless amid coronavirus outbreak,http://www.glasgowtimes.co.uk/news/18303398.popular-foodie-event-glasgow-go-cashless-amid-coronavirus-outbreak/,107833,"POPULAR, customers, event, Platform, Glasgow, outbreak, foodie, bid","POPULAR, customers, event, Platform, Glasgow, outbreak, foodie, bid","In a statement, Platform said: ""We have been a little quiet this week...like everyone we have been closely monitoring the developments with the COVID 19 situation here in Scotland.","In a statement, Platform said: ""We have been a little quiet this week...like everyone we have been closely monitoring the developments with the COVID 19 situation here in Scotland.",14/03/2020,14/03/2020,no,News,CORONAVIRUS,yes
1812,Glasgow Times : Scotland vs Israel in serious doubt as Nicola Sturgeon advises cancelling 'all mass gatherings' from next week,http://www.glasgowtimes.co.uk/sport/18301067.scotland-vs-israel-serious-doubt-nicola-sturgeon-advises-cancelling-all-mass-gatherings-next-week/,107914,"Nations, League, Israel, Minister, Nicola, CANCELLED, mass, Scotland","Nations, League, Israel, Minister, Nicola, CANCELLED, mass, Scotland",Our emergency services are likely to suffer from higher than normal sickness absence rates in the weeks and months ahead and our NHS in particular will be under significant pressure.,Our emergency services are likely to suffer from higher than normal sickness absence rates in the weeks and months ahead and our NHS in particular will be under significant pressure.,14/03/2020,14/03/2020,no,News,CORONAVIRUS,no
1826,DnG24 : Care homes close,https://www.dng24.co.uk/care-homes-close/,107955,"Care, Home, Annan, Burnfoot, Hall, Coach, House, Ecclefechan","Care, Home, Annan, Burnfoot, Hall, Coach, House, Ecclefechan",He added: “DGRI is notable for having single bed wards which addresses the risk of transmission.,He added: “DGRI is notable for having single bed wards which addresses the risk of transmission.,14/03/2020,27/04/2025,no,News,CORONAVIRUS,no
1829,DnG24 : Living in lockdown,https://www.dng24.co.uk/living-in-lockdown/,107958,"home, Irving, Dal, Cin, Cison, Valmarino, people, Helen","home, Irving, Dal, Cin, Cison, Valmarino, people, Helen","But when he is released from hospital he will remain in home containment for another two weeks.” She revealed that Italy’s first cases started emerging around New Year and said: “This prompted a general awareness that Covid-19 was now in the country and on the news people were told if you have a fever of 37.5 or above, go get tested.","But when he is released from hospital he will remain in home containment for another two weeks.” She revealed that Italy’s first cases started emerging around New Year and said: “This prompted a general awareness that Covid-19 was now in the country and on the news people were told if you have a fever of 37.5 or above, go get tested.",14/03/2020,20/03/2025,no,News,CORONAVIRUS,yes
1831,DnG24 : Queens and Annan football matches OFF,https://www.dng24.co.uk/queens-and-annan-football-matches-off/,107960,"Scottish, League, Championship, Park, Queens, Ayr, United, Palmerston","Scottish, League, Championship, Park, Queens, Ayr, United, Palmerston",Their league game on Wednesday night away to Brechin City has also been scrapped.,Their league game on Wednesday night away to Brechin City has also been scrapped.,14/03/2020,03/12/2024,no,News,CORONAVIRUS,no
1838,Evening express : 11 coronavirus cases in north-east as 85 positive tests in Scotland confirmed,https://www.eveningexpress.co.uk/fp/news/local/11-coronavirus-cases-in-north-east-as-latest-figure-confirm-85-positive-tests-in-scotland/,107968,"north-east, diagnosed, coronavirus, people, Scottish, Government, NHS, Grampian","north-east, diagnosed, coronavirus, people, Scottish, Government, NHS, Grampian",Four more people have been diagnosed as having coronavirus in the north-east.,Four more people have been diagnosed as having coronavirus in the north-east.,14/03/2020,14/03/2020,no,News,CORONAVIRUS,yes
1855,Evening express : Aberdeen oil and gas industry ready for Covid-19 ‘lockdown’ if necessary,https://www.eveningexpress.co.uk/fp/news/local/aberdeen-oil-and-gas-industry-ready-for-covid-19-lockdown-necessary/,107987,"OGUK, Sea, gas, health, confirmed, oil, rig, group","OGUK, Sea, gas, health, confirmed, oil, rig, group",It will give companies guidance on whether they should test all remaining crew and ways of doing so.,It will give companies guidance on whether they should test all remaining crew and ways of doing so.,14/03/2020,14/03/2020,no,News,CORONAVIRUS,no
1870,Evening express : Aberdeen University suspends face to face teaching amid coronavirus outbreak,https://www.eveningexpress.co.uk/fp/news/local/aberdeen-university-suspends-face-to-face-teaching/,108005,"face, University, teaching, time, outbreak, students, due, coronoavirus","face, University, teaching, time, outbreak, students, due, coronoavirus","It means lectures, tutorials, laboratory classes, seminars, computer lab sessions have been cancelled.","It means lectures, tutorials, laboratory classes, seminars, computer lab sessions have been cancelled.",14/03/2020,06/04/2020,no,News,CORONAVIRUS,no
1887,Evening express : Cirque du Soleil P&J Live shows cancelled due to coronavirus,https://www.eveningexpress.co.uk/fp/news/local/cirque-du-soleil-pj-live-shows-cancelled-due-to-coronavirus/,108029,"Cirque, Soleil, Live, due, crisis, show, Crystal, place","Cirque, Soleil, Live, due, crisis, show, Crystal, place",Neither P&J Live nor Cirque du Soleil are making any statements regarding the decision.,Neither P&J Live nor Cirque du Soleil are making any statements regarding the decision.,14/03/2020,19/09/2020,no,News,CORONAVIRUS,no
1913,"Evening express : Football suspended, north-east events cancelled and more in doubt as attempts continue to slow spread of coronavirus",https://www.eveningexpress.co.uk/fp/news/local/north-east-events-called-off-and-more-doubt-as-attempts-continue-to-slow-spread-of-coronavirus/,108061,"cancelled, events, due, doubt, spread, north-east, coronavirus, Live","cancelled, events, due, doubt, spread, north-east, coronavirus, Live","“In line with Scottish Government advice that gatherings of more than 500 people should not go ahead, we have made the decision to postpone a celebration event.","“In line with Scottish Government advice that gatherings of more than 500 people should not go ahead, we have made the decision to postpone a celebration event.",14/03/2020,22/01/2021,no,News,CORONAVIRUS,yes
1969,Barrhead News : Neilston Cattle Show cancelled amid fears over coronavirus,http://www.barrheadnews.com/news/18303437.neilston-cattle-show-cancelled-amid-fears-coronavirus/,108178,"Show, Neilston, Cattle, event, cancel, people, ORGANISERS, Sturgeon","Show, Neilston, Cattle, event, cancel, people, ORGANISERS, Sturgeon",We also expect the current environment will increasingly discourage attendance at our type of event.,We also expect the current environment will increasingly discourage attendance at our type of event.,14/03/2020,14/03/2020,no,News,CORONAVIRUS,no
2121,Arran Banner : Arran VegFest postponed due to travel and virus fears,https://www.arranbanner.co.uk/2020/03/13/arran-vegfest-postponed-due-to-travel-and-virus-fears/,108363,"Arran, VegFest, visitors, weekend, Banner, organisers, decision, participants","Arran, VegFest, visitors, weekend, Banner, organisers, decision, participants","We value our content and our journalists, so to get full access to all your local news updated 7-days-a-week – PLUS an e-edition of the Arran Banner – subscribe today for as little as 48 pence per week.","We value our content and our journalists, so to get full access to all your local news updated 7-days-a-week – PLUS an e-edition of the Arran Banner – subscribe today for as little as 48 pence per week.",14/03/2020,05/07/2022,no,News,CORONAVIRUS,no
2128,Arran Banner : First Arran event cancelled,https://www.arranbanner.co.uk/2020/03/13/first-arran-event-cancelled/,108370,"Arran, week, due, island, cancelled, Gibson, staff, weather","Arran, week, due, island, cancelled, Gibson, staff, weather",Arran has this week had its first event cancelled due to a combination of ferry faults and concern over the coronavirus.,Arran has this week had its first event cancelled due to a combination of ferry faults and concern over the coronavirus.,14/03/2020,05/08/2020,no,News,CORONAVIRUS,yes
2145,"Orcadian, The : Coronavirus — No confirmed Orkney cases as UK figure approaches 800",https://www.orcadian.co.uk/coronavirus-no-confirmed-orkney-cases-as-uk-figure-approaches-800/,108387,"Orkney, Friday, cases, confirmed, health, Scotland, Coronavirus, figure","Orkney, Friday, cases, confirmed, health, Scotland, Coronavirus, figure",Orkney is one of only four Scottish NHS board regions which have yet to return a positive test for the virus.,Orkney is one of only four Scottish NHS board regions which have yet to return a positive test for the virus.,14/03/2020,26/09/2021,no,News,CORONAVIRUS,yes
2149,"Orcadian, The : Coronavirus fears put paid to swimming event",https://www.orcadian.co.uk/coronavirus-fears-put-paid-to-swimming-event/,108391,"Orkney, fears, Club, Coronavirus, swimming, scene, OASC, put","Orkney, fears, Club, Coronavirus, swimming, scene, OASC, put","As reported in today’s The Orcadian, Orkney Amateur Swimming Club (OASC) had been planning to run two competitions side by side this weekend — the club’s internal age-group championships and an open competition involving clubs from Shetland and Wick.","As reported in today’s The Orcadian, Orkney Amateur Swimming Club (OASC) had been planning to run two competitions side by side this weekend â€” the club’s internal age-group championships and an open competition involving clubs from Shetland and Wick.",14/03/2020,28/05/2022,no,News,CORONAVIRUS,yes
2152,"Orcadian, The : Coronavirus thwarts Orkney FC double-header",https://www.orcadian.co.uk/coronavirus-thwarts-orkney-fc-double-header/,108394,"Scottish, Football, Orkney, Club, Scotland, play, Coronavirus, Today","Scottish, Football, Orkney, Club, Scotland, play, Coronavirus, Today",Coronavirus thwarts Orkney FC double-header Orkney Football Club’s quest to play two games at the same time has been thwarted after a ban was placed on all football matches in Scotland due to coronavirus fears.,Coronavirus thwarts Orkney FC double-header Orkney Football Club’s quest to play two games at the same time has been thwarted after a ban was placed on all football matches in Scotland due to coronavirus fears.,14/03/2020,26/09/2021,no,News,CORONAVIRUS,yes
2160,"Orcadian, The : Orkney RFC games off as rugby chiefs suspend play",https://www.orcadian.co.uk/orkney-rfc-games-off-as-rugby-chiefs-suspend-play/,108402,"rugby, Scottish, March, Union, RFC, coronavirus, Orkney, Age-Grade","rugby, Scottish, March, Union, RFC, coronavirus, Orkney, Age-Grade","Orkney RFC have said: “We realise this is a frustrating time for all sports, but we have to take the appropriate actions to safeguard the health and welfare of our players and their families.” A Scottish Rugby spokesperson said: “We have taken on board all expert medical advice before now and we are taking a precautionary approach to give time to assess what the impact of coronavirus will be on Scottish society in the coming weeks before deciding on next steps.","Orkney RFC have said: “We realise this is a frustrating time for all sports, but we have to take the appropriate actions to safeguard the health and welfare of our players and their families.” A Scottish Rugby spokesperson said: â€śWe have taken on board all expert medical advice before now and we are taking a precautionary approach to give time to assess what the impact of coronavirus will be on Scottish society in the coming weeks before deciding on next steps.",14/03/2020,26/09/2021,no,News,CORONAVIRUS,yes
2200,Oban Times : Mànran postpones Fort event due to coronavirus outbreak,https://www.obantimes.co.uk/2020/03/13/manran-postpones-fort-event-due-to-coronavirus-outbreak/,108449,"Cloud, events, read, due, access, Media, subscription, Mànran","Cloud, events, read, due, access, Media, subscription, Mànran",Ticket buyers have all been informed via email of the new dates.,Ticket buyers have all been informed via email of the new dates.,14/03/2020,14/03/2020,no,News,CORONAVIRUS,no
2769,Office of the Scottish Charity Regulator : Charities and Coronavirus: An update from the regulator,https://www.oscr.org.uk/news/charities-and-coronavirus-an-update-from-the-regulator/,110902,"charity, Coronavirus, impact, make, AGM, information, events, charities","OSCR, information, charities, guidance, organisations, Scottish, info, regularly",It also has general basic hygiene measures and advice from Health Protection Scotland on preventing the spread of infection.,"| All charities should read OSCR's COVID-19 guidance for charities, which brings together the information you need to know during this time and highlights other organisations who may be able to offer support.",14/03/2020,17/02/2025,no,"Government, NGO, Agency",CORONAVIRUS,yes
3628,Comhairle nan Eilean Siar : News (2020),https://www.cne-siar.gov.uk/news/2020/,111581,"Comhairle, Eilean, Siar, Western, Isles, Inaccurate, nan, Scottish","ROBINSON, Horizon, Young, project, Comhairle, ERI, Launch, University",We’ve Got You Comhairle nan Eilean Siar is now making free sanitary products available throughout public buildings in the Western Isles.,4 Piping Tutor Farewell Last week we said farewell and thank you to Domhnall Padruig Nicholson as he 'retired' from his role as Castlebay School's volunteer chanter and piping tutor.,14/03/2020,25/06/2023,no,Local Authority,CORONAVIRUS,no
4297,BBC News : Aberdeen Shell worker tests positive for Covid-19,https://www.bbc.co.uk/news/uk-scotland-north-east-orkney-shetland-51823338/,missing,"Aberdeen, Shell, health, cases, oil, worker, positive, Scotland","Aberdeen, Shell, positive, Published, health, worker, oil, Scotland","""Currently, all Shell UK offices are open and we have a robust cleaning programme which is proportionate to the current risk level.","""Currently, all Shell UK offices are open and we have a robust cleaning programme which is proportionate to the current risk level.",14/03/2020,23/07/2025,no,News,CORONAVIRUS,no
4348,"Health Protection Scotland : guidance for infection, prevention and control in healthcare settings",https://www.hps.scot.nhs.uk/web-resources-container/covid-19-guidance-for-infection-prevention-and-control-in-healthcare-settings/,missing,"Health, Public, guidance, March, Date, healthcare, settings, prevention","Team, Archive, history, data, projects, digital, saving, websites",COVID-19 - guidance for infection prevention and control in healthcare settings Publication Date: 14 March 2020 The four UK countries are adopting the COVID-19 guidance for infection prevention and control in healthcare settings.,"The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",14/03/2020,18/10/2022,no,Health/Govt Agency,CORONAVIRUS,no
4524,Royal College of Obstetricians and Gynaecologists (RCOG): Coronavirus infection and pregnancy,https://www.rcog.org.uk/en/guidelines-research-services/guidelines/coronavirus-pregnancy/,missing,"Royal, College, March, Health, Published, Version, Friday, RCOG","March, Version, Monday, Royal, Health, College, Public, Coronavirus","Coronavirus (COVID-19) infection and pregnancy Version 2: Published Friday 13 March 2020 - guidance for healthcare professionals on coronavirus (COVID-19) infection in pregnancy, published by the RCOG, Royal College of Midwives, Royal College of Paediatrics and Child Health, Public Health England and Health Protection Scotland.",Updates made to this guidance are detailed within the document.,14/03/2020,09/03/2022,no,Health,CORONAVIRUS,yes
1537,BBC News : Scotland's papers: 'Schools closed four months' and over-70s grounded,https://www.bbc.co.uk/news/uk-scotland-51892232/,107547,"Share, Messenger, Facebook, Twitter, Email, Pinterest, WhatsApp, external","Archive, Team, Schools, Published, History, data, destroyed, projects",Scotland's papers: 'Schools closed four months' and over- 70s grounded - 15 March 2020 - Share this with Facebook - Share this with Messenger - Share this with Twitter - Share this with Email - Share this with Facebook - Share this with WhatsApp - Share this with Messenger - Share this with Twitter - Share Share this with These are external links and will open in a new window- Email Share this with Email - Facebook Share this with Facebook - Messenger Share this with Messenger - Messenger Share this with Messenger - Twitter Share this with Twitter - Pinterest Share this with Pinterest - WhatsApp Share this with WhatsApp - LinkedIn Share this with LinkedIn Copy this link Read more about sharing.These are external links and will open in a new window -,"The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",15/03/2020,08/04/2025,no,News,CORONAVIRUS,no
1538,BBC News : Coronavirus: Scottish Covid-19 testing expanded to communities,https://www.bbc.co.uk/news/uk-scotland-51895936/,107548,"Coronavirus, testing, Scotland, symptoms, Scottish, communities, Health, people","testing, symptoms, Coronavirus, Scottish, Published, tested, communities, Scotland",She reiterated the current public health advice for Scotland: - Those with mild symptoms do not need to be tested.,She reiterated the current public health advice for Scotland: Those with mild symptoms do not need to be tested.,15/03/2020,02/05/2025,no,News,CORONAVIRUS,yes
1539,BBC News : Coronavirus: Hospital acute beds to double to cope with Covid-19,https://www.bbc.co.uk/news/uk-scotland-51896052/,107549,"government, Scotland, Scottish, public, measures, number, days, Coronavirus","NHS, government, Scotland, public, Published, March, days, positive",Coronavirus: Other developments - UK Health Secretary Matt Hancock has said action to isolate over-70s for an extended period is planned in the coming weeks - Strathclyde University will suspend face-to-face teaching from Monday.,#NAME?,15/03/2020,25/11/2022,no,News,CORONAVIRUS,no
1540,BBC News : Coronavirus: 'Reduce social contact' plans for over-70s,https://www.bbc.co.uk/news/uk-scotland-51898288/,107550,"Reduce, people, social, Coronavirus, contact, Health, Elderly, contacts","people, Reduce, social, contact, March, Published, Coronavirus, asked","Officials sought to allay concerns after the UK government said new advice could be issued ""within weeks"".","Officials sought to allay concerns after the UK government said new advice could be issued ""within weeks"".",15/03/2020,10/12/2022,no,News,CORONAVIRUS,yes
1741,Glasgow Times : A self-isolator explains what it feels like if you might have Coronavirus,http://www.glasgowtimes.co.uk/news/18304304.self-isolator-explains-feels-like-might-coronavirus/,107835,"Scotland, CONFIRMED, self-isolating, coronavirus, woke, told, feel, advice","Scotland, CONFIRMED, self-isolating, coronavirus, woke, told, feel, advice",I went to bed that night and woke up in horrific amounts of pain with my throat.,I went to bed that night and woke up in horrific amounts of pain with my throat.,15/03/2020,15/03/2020,no,News,CORONAVIRUS,yes
